id,original_phrase,numeric_expression,parse_type,parsed_number,parse_confidence,roundtrip_status,gematria_values,self_numeric_hit,cross_research_hits,year_overlap,method_claim_overlap,target_overlap,generated_existing_match,ambiguity_reason,special_flags,source,category_prior
413,שלשה עדרי צאן,שלשה,E_mixed_numeric_phrase,3,medium,no_roundtrip,1060,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
414,שלשים כסף,שלשים,E_mixed_numeric_phrase,30,medium,no_roundtrip,840,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
415,שלשים של עבד,שלשים,E_mixed_numeric_phrase,30,medium,no_roundtrip,1086,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
416,שמונה ימי מילה,שמונה,E_mixed_numeric_phrase,8,medium,no_roundtrip,546,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
417,שמונה עשר דבר,"עשר, שמונה",E_mixed_numeric_phrase,,low,no_roundtrip,1177,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
418,שמנה עשר דבר,עשר,E_mixed_numeric_phrase,10,medium,no_roundtrip,1171,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
419,שני גזרי עצים,שני,F_ambiguous,,,no_roundtrip,790,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
420,שני חיי יעקב,שני,F_ambiguous,,,no_roundtrip,570,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
421,שני חיי יצחק,שני,F_ambiguous,,,no_roundtrip,596,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
422,שני כתובים הבאים כאחד,"אחד, שני",E_mixed_numeric_phrase,,low,no_roundtrip,929,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
423,שני לוחות,שני,F_ambiguous,,,no_roundtrip,810,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
424,שני לוחת,שני,F_ambiguous,,,no_roundtrip,804,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
425,שני לוחת האבנים,שני,F_ambiguous,,,no_roundtrip,912,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
426,שני לחות הברית,שני,F_ambiguous,,,no_roundtrip,1421,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
427,שני לחת העדת,שני,F_ambiguous,,,no_roundtrip,1277,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
428,שני עשר שבטי ישראל,"עשר, שני",E_mixed_numeric_phrase,,low,no_roundtrip,1792,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
429,שנים מקרא ואחד תרגום,"אחד, שנים",E_mixed_numeric_phrase,,low,no_roundtrip,1409,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
430,שנים עשר חדש,"עשר, שנים",E_mixed_numeric_phrase,,low,no_roundtrip,1282,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
431,שנים עשר חודש,"עשר, שנים",E_mixed_numeric_phrase,,low,no_roundtrip,1288,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
432,שנים שעשו,שנים,F_ambiguous,,,no_roundtrip,1076,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
433,שנת החמשים,חמשים,E_mixed_numeric_phrase,50,medium,no_roundtrip,1153,False,,False,,strong_number_source:50,,,A_words_denote:50,promoted:raw_docx_v2,mixed_numeric_phrase
434,שער החמישים,חמישים,E_mixed_numeric_phrase,50,medium,no_roundtrip,983,False,,False,,strong_number_source:50,,,A_words_denote:50,promoted:raw_docx_v2,mixed_numeric_phrase
435,שער החמשים,חמשים,E_mixed_numeric_phrase,50,medium,no_roundtrip,973,False,,False,,strong_number_source:50,,,A_words_denote:50,promoted:raw_docx_v2,mixed_numeric_phrase
436,שרי אלפים,אלפים,E_mixed_numeric_phrase,,,no_roundtrip,671,False,,False,,,,bare_multiplier_word_no_standalone_value,,promoted:raw_docx_v2,mixed_numeric_phrase
437,שש כנפים,שש,E_mixed_numeric_phrase,6,medium,no_roundtrip,800,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
438,שש מעלות לכסא,שש,E_mixed_numeric_phrase,6,medium,no_roundtrip,1257,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
439,ששה מיליון יהודים,"מיליון, ששה",E_mixed_numeric_phrase,,low,no_roundtrip,826,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
440,ששה סדרי משנה,ששה,E_mixed_numeric_phrase,6,medium,no_roundtrip,1274,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
441,ששים ריבוא,ששים,E_mixed_numeric_phrase,60,medium,no_roundtrip,869,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
442,ששת ימי המעשה,ששת,E_mixed_numeric_phrase,6,medium,no_roundtrip,1480,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
443,שתי הלחם,שתי,F_ambiguous,,,no_roundtrip,793,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
444,שתי וערב,שתי,F_ambiguous,,,no_roundtrip,988,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
445,שתי טבעות זהב,שתי,F_ambiguous,,,no_roundtrip,1211,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
446,שתי שבתות,שתי,F_ambiguous,,,no_roundtrip,1818,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
447,שתי שערות,שתי,F_ambiguous,,,no_roundtrip,1686,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,promoted:raw_docx_v2,mixed_numeric_phrase
448,שתים עשרה האבנים,שתים עשרה,E_mixed_numeric_phrase,,,no_roundtrip,1433,False,,False,,,,unrecognized_single_token,,promoted:raw_docx_v2,mixed_numeric_phrase
449,תשלומי ארבעה וחמישה,"ארבעה, חמישה",E_mixed_numeric_phrase,,low,no_roundtrip,1433,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,promoted:raw_docx_v2,mixed_numeric_phrase
450,תשעה ירחי לידה,תשעה,E_mixed_numeric_phrase,9,medium,no_roundtrip,1052,False,,False,,,,,,promoted:raw_docx_v2,mixed_numeric_phrase
451,הרב עמוס גואטה נרצח ארבע דקירות סכין בחזה,ארבע,E_mixed_numeric_phrase,4,medium,no_roundtrip,1910,False,,False,,strong_number_target:1910,,,B_gematria_hits:1910,shachar-kandro,mixed_numeric_phrase
452,אלף מאתים ושתים,אלף,E_mixed_numeric_phrase,1000,medium,no_roundtrip,1358,False,,False,,,,,,sod1820,mixed_numeric_phrase
453,האחד שלי,אחד,F_ambiguous,,,no_roundtrip,358,False,anchor:358,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,sod1820,mixed_numeric_phrase
454,המשיח בנ ששים ושתים,ששים,E_mixed_numeric_phrase,60,medium,no_roundtrip,1821,False,,False,,,,,,sod1820,mixed_numeric_phrase
455,הקדוש ברוך הוא תורה ישראל אחד,אחד,F_ambiguous,,,no_roundtrip,1820,False,anchor:1820,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:1820,sod1820,mixed_numeric_phrase
456,וארא בחלמי והנה שבע שבלים,שבע,E_mixed_numeric_phrase,7,medium,no_roundtrip,1118,False,anchor:1118,False,,strong_number_target:1118,,,B_gematria_hits:1118,sod1820,mixed_numeric_phrase
457,ועשה חסד לאלפים,אלפים,E_mixed_numeric_phrase,,,no_roundtrip,644,False,research_interest:644,False,,strong_number_target:644,,bare_multiplier_word_no_standalone_value,B_gematria_hits:644,sod1820,mixed_numeric_phrase
458,חמשה חמשי תורה חמשה ספרי תהלים,חמשה,E_mixed_numeric_phrase,5,medium,no_roundtrip,2510,False,,False,,,,,,sod1820,mixed_numeric_phrase
459,מימד חמש,חמש,E_mixed_numeric_phrase,5,medium,no_roundtrip,442,False,,False,,,,,,sod1820,mixed_numeric_phrase
460,מימים רבים תפקד באחרית השנים תבוא אל ארץ משובבת מחרב מקבצת מעמים רבים על הרי ישראל אשר היו לחרבה,שנים,F_ambiguous,,,no_roundtrip,6440,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,sod1820,mixed_numeric_phrase
461,סוד אחד,אחד,F_ambiguous,,,no_roundtrip,83,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,sod1820,mixed_numeric_phrase
462,סוד אלף שמונה מאות עשרים כי לה המלוכה,"אלף, מאות, עשרים, שמונה",E_mixed_numeric_phrase,,low,no_roundtrip,1820,False,anchor:1820,False,,,,multi_token_embedded_phrase_no_confident_single_parse,B_gematria_hits:1820,sod1820,mixed_numeric_phrase
463,שתים שש שש שש ארבע ארבע,"שתים, שש, שש, שש, ארבע, ארבע",A_digit_sequence,,high,no_roundtrip,3096,False,,False,,,,,,sod1820,numeric_sequence
464,הארת פנים חלק ד מביא ששה חלקי פסוקים שהגימטריא שלהם,ששה,E_mixed_numeric_phrase,6,medium,no_roundtrip,2983,False,,False,,,,,,wa-deep,mixed_numeric_phrase
465,סוד אחד שתים שלש שבע,"אחד, שתים, שלש, שבע",A_digit_sequence,1237,high,alternate_valid_form,1835,False,,False,,strong_number_source:1237,,,A_words_denote:1237,wa-gilui-yomi,numeric_sequence
466,בגימטריא עשר פעמים,עשר,E_mixed_numeric_phrase,10,medium,no_roundtrip,1085,False,,False,,,,,,wa-vip,mixed_numeric_phrase
467,ה בחמשת חומשי התורה,חמשת,E_mixed_numeric_phrase,5,medium,no_roundtrip,1735,False,,False,,,,,,wa-vip,mixed_numeric_phrase
468,ועשה חסד לאלפים לאהבי ולשמרי מצותי,אלפים,E_mixed_numeric_phrase,,,no_roundtrip,1824,False,,False,,,,bare_multiplier_word_no_standalone_value,,wa-vip,mixed_numeric_phrase
469,יש אחד ביקום שיקבל מדריגה וברכה שתושיט יד לתבל כולו דרך כל הנפשות,אחד,F_ambiguous,,,no_roundtrip,4096,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,wa-vip,mixed_numeric_phrase
470,כפול עשרים,עשרים,E_mixed_numeric_phrase,20,medium,no_roundtrip,756,False,,False,,,,,,wa-vip,mixed_numeric_phrase
471,שבעים פנים לתורה,שבעים,E_mixed_numeric_phrase,70,medium,no_roundtrip,1243,False,,False,,,,,,wa-vip,mixed_numeric_phrase
472,שרית בגימטריא עשר פעמים מלאך,עשר,E_mixed_numeric_phrase,10,medium,no_roundtrip,2086,False,,False,,,,,,wa-vip,mixed_numeric_phrase
473,שתי הערות חשובות,שתי,F_ambiguous,,,no_roundtrip,2113,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,wa-vip,mixed_numeric_phrase
474,בשתי ידים,שתי,F_ambiguous,,,no_roundtrip,776,False,anchor:776,False,,strong_number_target:776,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:776,wp_id:23886,mixed_numeric_phrase
475,בכל לבבך בשני יצריך ובכל נפשך אפילו הוא נוטל את נפשך ובכל מאדך בכל ממונך,שני,F_ambiguous,,,no_roundtrip,2722,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,גיורא בן-יעקוב SMS,mixed_numeric_phrase
476,שש קצוות,שש,E_mixed_numeric_phrase,6,medium,no_roundtrip,1202,False,anchor:1202,False,,,,,,סשן 23.7.2026,mixed_numeric_phrase
477,שני,שני,F_ambiguous,,,no_roundtrip,360,False,anchor:360,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,auto:תיעוד אירועים wp33173,ambiguous
478,ביום ההוא יהיה יהוה אחד ושמו אחד,אחד,F_ambiguous,,,no_roundtrip,509,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,contribution:צבי (OPOC),ambiguous
479,אחד,אחד,F_ambiguous,,,no_roundtrip,13,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,entity_seed_v1,ambiguous
480,11111 דרגת היחידה לצמח דוד - לפי אחד,אחד,F_ambiguous,,,no_roundtrip,644,False,research_interest:644,False,,strong_number_target:644,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:644,excel_import,ambiguous
481,11111 דרגת היחידה- לפי אחת,אחת,F_ambiguous,,,no_roundtrip,2701,False,anchor:2701,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
482,11111 דרגת מלך-לפי אחת,אחת,F_ambiguous,,,no_roundtrip,2015,False,research_interest:2015,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
483,11111 דרגת משיח -- אטבח -66 אטבח לפי אחת,אחת,F_ambiguous,,,no_roundtrip,26600,False,,False,no_claim_verified,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
484,1118 כי ליהוה המלוכה - אטבח 1118 - (לפי אחד) - לפי אחת 1820,"אחד, אחת",F_ambiguous,,low,no_roundtrip,555,False,anchor:555,False,no_claim_verified,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,ambiguous
485,1335 1290 התגלותי כמלך המשיח האמיתי - לפי אחת,אחת,F_ambiguous,,,no_roundtrip,5880,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
486,1335 1290 התגלותי כמשיחך - לפני לפי אחד,אחד,F_ambiguous,,,no_roundtrip,3245,False,,False,not_a_method_claim,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
487,1335 1290 התגלותי כמשיחך - מסתתר -לפי אחת,אחת,F_ambiguous,,,no_roundtrip,5330,False,,False,no_claimed_value,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
488,1335 1290 סוד גאלת ישראל - לפי אחד,אחד,F_ambiguous,,,no_roundtrip,4340,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
489,1335 1290 סוד מיכאל בספר דניאל - לפני -לפי אחת,אחת,F_ambiguous,,,no_roundtrip,5330,False,,False,not_a_method_claim,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
490,1335 1290 עד עת קץ סוד התגלותי - לפני - לפי אחד,אחד,F_ambiguous,,,no_roundtrip,3630,False,,False,not_a_method_claim,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
491,1335- מילוי ללא -לפי אחד,אחד,F_ambiguous,,,no_roundtrip,1820,False,anchor:1820,False,no_claimed_value,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:1820,excel_import,ambiguous
492,363 צומח בכי ליהוה המלוכה -מילוי- לפי שלוש,שלוש,F_ambiguous,3,medium,no_roundtrip,3960,False,research_interest:3960,False,no_claimed_value,strong_number_target:3960,,,B_gematria_hits:3960,excel_import,ambiguous
493,396 גואל האחרון ב2015- לפי אחת,אחת,F_ambiguous,,,no_roundtrip,3960,False,research_interest:3960,True,,strong_number_target:3960,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:3960,excel_import,ambiguous
494,אבקר בהילכך ב22 12 - לפני - לפי אחת,אחת,F_ambiguous,,,no_roundtrip,2212,False,anchor:2212,False,not_a_method_claim,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
495,אלף שלש מאות שלשים וחמשה 1335 -לפי אחד,"אחד, אלף, חמשה, מאות, שלש, שלשים",F_ambiguous,,low,no_roundtrip,3860,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,ambiguous
496,באר שבע,שבע,F_ambiguous,7,medium,no_roundtrip,575,False,,False,,,,,,excel_import,ambiguous
497,ביאת הגאל 1335 1290- גדול ואותיות -לפי אחד,אחד,F_ambiguous,,,no_roundtrip,4340,False,,False,unresolved_mismatch,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
498,ביאת המשיח 1335 1290- לפי אחד - אתבש,אחד,F_ambiguous,,,no_roundtrip,2660,False,,False,no_claimed_value,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
499,ביום ההוא יהיה יהוה אחד,אחד,F_ambiguous,,,no_roundtrip,144,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
500,דרגת היחידה דרגת הנבואה 11111 - לפי אחת,אחת,F_ambiguous,,,no_roundtrip,3370,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
501,דרגת קודש 11111 -7170-מילוי רגיל -לפי אחת,אחת,F_ambiguous,,,no_roundtrip,7170,False,,False,unresolved_mismatch,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
502,הוא יעלה לדרגת מלך המשיח 11111 - לפי אחת,אחת,F_ambiguous,,,no_roundtrip,7170,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
503,הכתרת יהוה למלך העולם ב2015- מיקום -לפי אחד,אחד,F_ambiguous,,,no_roundtrip,396,False,research_interest:396,True,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
504,המלך 1335- גדול ואותיות -לפי אחד,אחד,F_ambiguous,,,no_roundtrip,,False,,False,unresolved_mismatch,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
505,המשיח 1335 1290-לפני -לפי אחת,אחת,F_ambiguous,,,no_roundtrip,3630,False,,False,not_a_method_claim,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
506,המשיח יעשה שלום עולמי ב2016- מיקום-לפי אחד,אחד,F_ambiguous,,,no_roundtrip,396,False,research_interest:396,True,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
507,המשיח יקבל דרגת יחידה 11111 ב22 12 -לפי אחת -פי 5,אחת,F_ambiguous,,,no_roundtrip,51400,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
508,השכינה הקדשה תשרה על צמח דוד ב22 12 - לפי אחד,אחד,F_ambiguous,,,no_roundtrip,14000,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
509,השם אחד,אחד,F_ambiguous,,,no_roundtrip,358,False,anchor:358,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
510,התגלות אליהו הנביא פלאית ב22 12 - לפי אחד,אחד,F_ambiguous,,,no_roundtrip,3245,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
511,התגלות פלאית ב22 12 - לפי אחד,אחד,F_ambiguous,,,no_roundtrip,3630,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
512,התגלות צמח דוד ב22 12 - מסתתר לפי אחת,אחת,F_ambiguous,,,no_roundtrip,3580,False,,False,unresolved_mismatch,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
513,יהוה אחד בימינו,אחד,F_ambiguous,,,no_roundtrip,157,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
514,יהוה אחד שמונה שתים אפס,"אחד, שמונה, שתים, אפס",E_mixed_numeric_phrase,,low,no_roundtrip,1331,False,,False,,,,multi_token_embedded_phrase_no_confident_single_parse,,excel_import,mixed_numeric_phrase
515,יהוה יערוך נר למשיח ב2015- לפני לפי אחת,אחת,F_ambiguous,,,no_roundtrip,1820,False,anchor:1820,True,not_a_method_claim,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:1820,excel_import,ambiguous
516,יהוה יצמיח קרן לדוד ב2015 - לפי אחת - אחרי,אחת,F_ambiguous,,,no_roundtrip,3960,False,research_interest:3960,True,not_a_method_claim,strong_number_target:3960,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:3960,excel_import,ambiguous
517,יהוה שמו אחד,אחד,F_ambiguous,,,no_roundtrip,385,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
518,יש אלהים אחד,אחד,F_ambiguous,,,no_roundtrip,409,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
519,לא יקבלו אותי כמשיח ב2015-לפי אחד,אחד,F_ambiguous,,,no_roundtrip,3960,False,research_interest:3960,True,,strong_number_target:3960,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:3960,excel_import,ambiguous
520,לי דרגת 11111 - משולש -לפי אחד,אחד,F_ambiguous,,,no_roundtrip,2701,False,anchor:2701,False,unresolved_mismatch,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
521,לי הדרגת 11111 - לפי אחד,אחד,F_ambiguous,,,no_roundtrip,717,False,research_interest:717,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
522,מי צמח דוד ב781 -רגיל ומשולש לפי אחת,אחת,F_ambiguous,,,no_roundtrip,3960,False,research_interest:3960,False,unresolved_mismatch,strong_number_target:3960,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:3960,excel_import,ambiguous
523,מלך המשיח 11111- אחרי -לפי אחת,אחת,F_ambiguous,,,no_roundtrip,5660,False,,False,not_a_method_claim,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
524,משיח 337 533 396 מסתתר לפי שלש,שלש,F_ambiguous,3,medium,no_roundtrip,4240,False,,False,unresolved_mismatch,,,,,excel_import,ambiguous
525,משיח יהוה יקבל דרגת יחידה 11111-לפי אחת,אחת,F_ambiguous,,,no_roundtrip,2448,False,,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
526,מתי אתגלה ב22 12 -רת-לפי אחת,אחת,F_ambiguous,,,no_roundtrip,644,False,research_interest:644,False,candidate_pending,strong_number_target:644,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:644,excel_import,ambiguous
527,נשמת מלך המשיח תנוח עלי ב22 12 - אחרי -לפי אחד,אחד,F_ambiguous,,,no_roundtrip,7760,False,,False,not_a_method_claim,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
528,נשמתי תעלה 11111- סת - לפי אחד,אחד,F_ambiguous,,,no_roundtrip,2015,False,research_interest:2015,False,candidate_pending,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
529,סוד דניאל הנביא 1335- סת - לפי אחת,אחת,F_ambiguous,,,no_roundtrip,1335,False,research_interest:1335,False,candidate_pending,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
530,סוד המשיח 1820 - מסתתר גדול -לפי אחת,אחת,F_ambiguous,,,no_roundtrip,1820,False,anchor:1820,False,unresolved_mismatch,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:1820,excel_import,ambiguous
531,סוד יהוה המספר 1335 בספר דניאל - לפי אחת,אחת,F_ambiguous,,,no_roundtrip,2015,False,research_interest:2015,False,,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
532,סוד מלאך דניאל 1335 1290- לפני -לפי אחת,אחת,F_ambiguous,,,no_roundtrip,3960,False,research_interest:3960,False,not_a_method_claim,strong_number_target:3960,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),B_gematria_hits:3960,excel_import,ambiguous
533,סודך 1290 ו1335-אתבש לפי אחד,אחד,F_ambiguous,,,no_roundtrip,2015,False,research_interest:2015,False,unresolved_mismatch,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
534,עד עת קץ 1335-גדול ומלים-לפי אחת,אחת,F_ambiguous,,,no_roundtrip,3580,False,,False,unresolved_mismatch,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
535,צמח דוד ב1335-אתבש -לפי אחד,אחד,F_ambiguous,,,no_roundtrip,1335,False,research_interest:1335,False,unresolved_mismatch,,,bare_low_digit_or_ordinal_word_needs_context (Sec.4 false-positive rule: אחד/שני-class),,excel_import,ambiguous
