phrase,source,researcher,verified,corpus_role,target_value,package_cluster,availability_state,confidence,reason_rule,sensitivity,notes_provenance
צמח מלך המשיח,excel_import,,True,thematic_corpus,591,none,public_expanded,MEDIUM,verified_default,normal,אתבש
צמח מלך המשיח מזרע לוט,excel_import,,False,research_vocabulary,953,none,deep_research,MEDIUM,unverified_with_notes,normal,איק בכר
צמח מלך המשיח מצפה לשכינה הקדושה,excel_import,,False,research_vocabulary,1641,none,deep_research,MEDIUM,unverified_with_notes,normal,ריבוע
צמח משיח בן דוד,excel_import,,True,thematic_corpus,562,none,public_expanded,MEDIUM,verified_default,normal,אתבש - 396 אות שניה - 566 עם אותיות - 1212 - גדול
צמח משיח בן דוד אות שניה,excel_import,,False,research_vocabulary,1334,none,deep_research,MEDIUM,unverified_with_notes,normal,776 אתבש - 566 רגיל ואותיות
צמח משיח בן דוד השכינה 1335- מילוי ללא,excel_import,,False,research_vocabulary,4340,none,deep_research,MEDIUM,unverified_with_notes,normal,צמח משיח בן דוד השכינה 1335 - מילוי ללא
צמח משיח בן דויד אות שניה,excel_import,,False,research_vocabulary,1344,none,deep_research,MEDIUM,unverified_with_notes,normal,434 - לפני
צמח משיח בן דויד ב2015,excel_import,,False,research_vocabulary,2222,none,deep_research,LOW,unverified_bare,normal,צמח משיח בן דויד ב2015
צמח משיח בן דויד מוסתר בימינו,excel_import,,False,research_vocabulary,1396,none,deep_research,LOW,unverified_bare,normal,צמח משיח בן דויד מוסתר בימינו
צמח משיח בן דויד מצפה לשכינה =1118- אתבש,excel_import,,False,research_vocabulary,1202,none,deep_research,MEDIUM,unverified_with_notes,normal,צמח משיח בן דויד מצפה לשכינה =1118 - אתבש
צמח משיחי האחרון,excel_import,,True,thematic_corpus,776,none,public_expanded,MEDIUM,verified_default,normal,(none)
צמח משיחך דויד בן ישי,excel_import,,False,research_vocabulary,912,none,deep_research,LOW,unverified_bare,normal,(none)
צמח משיחך דויד בן ישי אות שניה,excel_import,,False,research_vocabulary,1684,none,deep_research,LOW,unverified_bare,normal,(none)
צעקת ישראל המשיח האמתי,excel_import,,True,thematic_corpus,2020,none,public_expanded,MEDIUM,verified_default,normal,(none)
צריך משיח דחוף,excel_import,,True,thematic_corpus,776,none,public_expanded,MEDIUM,verified_default,normal,(none)
קול הגאולה כי לה' המלוכה,excel_import,,False,research_vocabulary,1510,none,deep_research,MEDIUM,unverified_with_notes,normal,משולש
קום משחהו כי זה הוא משיח אליהו הנביא,excel_import,,False,research_vocabulary,1037,none,deep_research,MEDIUM,unverified_with_notes,normal,ריבוע
"קוּמִי אוֹרִי, כִּי בָא אוֹרֵךְ; וּכְבוֹד יְהוָה, עָלַיִךְ זָרָח. כִּי-הִנֵּה הַחֹשֶׁךְ יְכַסֶּה-אֶרֶץ, וַעֲרָפֶל לְאֻמִּים; וְעָלַיִךְ יִזְרַח יְהוָה, וּכְבוֹדוֹ עָלַיִךְ יֵרָאֶה. וְהָלְכוּ גוֹיִם, ל",excel_import,,False,research_vocabulary,4440,none,deep_research,LOW,unverified_bare,normal,(none)
קצבמן משיח בן דויד,excel_import,,False,research_vocabulary,716,none,deep_research,MEDIUM,unverified_with_notes,normal,4770 - אטבח - =פי 5
ראשית הגאולה,excel_import,,True,thematic_corpus,961,none,public_expanded,MEDIUM,verified_default,normal,לפני - מילוי ללא 776 - מסתתר 1236
רוח אלהים מרחפת על פני המשיח האחרון,excel_import,,False,research_vocabulary,1901,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל לפני אחרי - 4770 - פנים מילה =פי 5
רוח אלהימ רוח משיח,excel_import,,True,thematic_corpus,872,none,public_expanded,MEDIUM,verified_default,normal,(none)
רוח המשיח מילוי ללא,excel_import,,True,thematic_corpus,734,none,public_expanded,MEDIUM,verified_default,normal,רוח המשיח מילוי ללא
רוח המשיח רוצה,excel_import,,True,thematic_corpus,878,none,public_expanded,MEDIUM,verified_default,normal,(none)
רוח הקדש לצמח המשיח האחרון,excel_import,,False,research_vocabulary,1424,none,deep_research,LOW,unverified_bare,normal,(none)
רוח קדש לצמח המשיח האמיתי,excel_import,,False,research_vocabulary,1615,none,deep_research,MEDIUM,unverified_with_notes,normal,משולש
רוחו של המשיח,excel_import,,True,thematic_corpus,913,none,public_expanded,MEDIUM,verified_default,normal,(none)
רוחו של משיח בן דויד,excel_import,,False,research_vocabulary,984,none,deep_research,MEDIUM,unverified_with_notes,normal,לפני
רוחו של משיח בן דויד תנוח,excel_import,,False,research_vocabulary,1448,none,deep_research,MEDIUM,unverified_with_notes,normal,ריבוע
רוחו של משיח מרחפת על פני,excel_import,,False,research_vocabulary,1876,none,deep_research,MEDIUM,unverified_with_notes,normal,פי 5 - מילוי גדול
רוחו של משיח מרחפת על פני המים,excel_import,,False,research_vocabulary,1971,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל לפני אחרי
רוחו של משיח תנוח על אדם מישראל בעתה,excel_import,,False,research_vocabulary,2575,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר
רות נעמי (כיון שהמשיח הגיע מהם),excel_import,,False,research_vocabulary,776,none,deep_research,LOW,unverified_bare,normal,(none)
רמז למשיח י הוה,excel_import,,True,thematic_corpus,661,none,public_expanded,MEDIUM,verified_default,normal,רגיל 661 סתר
רצון יהוה ביאת המשיח בזמן הזה,excel_import,,False,research_vocabulary,1264,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל ואותיות - 6500 - מסתתרפי 5
רצון יהוה ביאת מלך המשיח בזמן הזה,excel_import,,False,research_vocabulary,1354,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר - פי 5
רצון יהוה משיח דויד בן ישי,excel_import,,False,research_vocabulary,1126,none,deep_research,MEDIUM,unverified_with_notes,normal,לפני פי 5
רצון יהוה משיח צדק ב2015 -משולש,excel_import,,False,research_vocabulary,44100,none,deep_research,MEDIUM,unverified_with_notes,normal,רצון יהוה משיח צדק ב2015 - משולש
רצון יהוה משיחו = משולש כפול,excel_import,,False,research_vocabulary,5900,none,deep_research,LOW,unverified_bare,normal,רצון יהוה משיחו = משולש כפול
רצונו משיח בן דוד,excel_import,,True,thematic_corpus,776,none,public_expanded,MEDIUM,verified_default,normal,(none)
רק אלהים גואל 1844 860 3580,excel_import,,False,research_vocabulary,786,none,deep_research,LOW,unverified_bare,normal,רק אלהים גואל 1844 860 3580
שלח לנו משיח בן דוד,excel_import,,False,research_vocabulary,848,none,deep_research,MEDIUM,unverified_with_notes,normal,=פי 5
שלח לנו משיח בן דוד בימינו,excel_import,,False,research_vocabulary,966,none,deep_research,MEDIUM,unverified_with_notes,normal,אחרי
שלמה יהודה משיחי 3580,excel_import,,False,research_vocabulary,878,none,deep_research,LOW,unverified_bare,normal,שלמה יהודה משיחי 3580
שלמות הנפש (משיח ואור חוזר),excel_import,,False,research_vocabulary,1211,none,deep_research,LOW,unverified_bare,normal,(none)
שלשים ושבע יום לביאת המשיח =פי 5,excel_import,,False,research_vocabulary,15200,none,deep_research,LOW,unverified_bare,normal,שלשים ושבע יום לביאת המשיח =פי 5
שם הגואל האמיתי האחרון,excel_import,,True,thematic_corpus,1121,none,public_expanded,MEDIUM,verified_default,normal,לפני =פי 5
שם המשיח 644- אות שלישית,excel_import,,False,research_vocabulary,644,none,deep_research,MEDIUM,unverified_with_notes,normal,שם המשיח 644 - אות שלישית
שם המשיח האחרון,excel_import,,True,thematic_corpus,973,none,public_expanded,MEDIUM,verified_default,normal,מסתתר
שם המשיח האחרון מסתתר- לפני,excel_import,,False,research_vocabulary,1437,none,deep_research,MEDIUM,unverified_with_notes,normal,שם המשיח האחרון מסתתר - לפני
שם המשיח האמיתי לא ידוע,excel_import,,False,research_vocabulary,1290,none,deep_research,LOW,unverified_bare,normal,(none)
שם המשיח האמיתי פלאי,excel_import,,True,thematic_corpus,1290,none,public_expanded,MEDIUM,verified_default,normal,(none)
שם המשיח לא ידוע האחרון,excel_import,,False,research_vocabulary,1094,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי לא
שם המשיח נסתר -מסתתר גדול,excel_import,,False,research_vocabulary,1437,none,deep_research,MEDIUM,unverified_with_notes,normal,שם המשיח נסתר - מסתתר גדול
שם משיח בן דויד אות שניה,excel_import,,False,research_vocabulary,1546,none,deep_research,LOW,unverified_bare,normal,(none)
שם משיחי מסתתר - מילוי - רגיל ואותיות 1820,excel_import,,False,research_vocabulary,2880,none,deep_research,LOW,unverified_bare,normal,שם משיחי מסתתר - מילוי - רגיל ואותיות 1820
שם משיחך בזמן הזה,excel_import,,True,thematic_corpus,834,none,public_expanded,MEDIUM,verified_default,normal,מילוי
שם משיחך האחרון,excel_import,,True,thematic_corpus,988,none,public_expanded,MEDIUM,verified_default,normal,לפני - 2600 - מילוי
שמו של המשיח האמיתי,excel_import,,True,thematic_corpus,1505,none,public_expanded,MEDIUM,verified_default,normal,אחרי - 1335 אטבח
שמו של המשיח האמיתי סודי,excel_import,,False,research_vocabulary,1585,none,deep_research,MEDIUM,unverified_with_notes,normal,מסתתר
שמו של משיחי סודי,excel_import,,True,thematic_corpus,1124,none,public_expanded,MEDIUM,verified_default,normal,מסתתר - פי 5
שמחת מלך המשיח בבית המקדש,excel_import,,False,research_vocabulary,2064,none,deep_research,MEDIUM,unverified_with_notes,normal,רגיל מסתתר
שמירת הברית תביא גאולה,excel_import,,True,thematic_corpus,2025,none,public_expanded,MEDIUM,verified_default,normal,שמירת הברית תביא גאולה
שמע ישראל אני משיח יהוה,excel_import,,False,research_vocabulary,1396,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי דה מילוי - 1396 - רגיל
שמע ישראל אני משיח יהוה האמיתי,excel_import,,False,research_vocabulary,1862,none,deep_research,MEDIUM,unverified_with_notes,normal,לפני =פי 5
שמע ישראל הוא הגואל,excel_import,,True,thematic_corpus,1008,none,public_expanded,MEDIUM,verified_default,normal,מילוי =פי
שמע ישראל המשיח חי,excel_import,,True,thematic_corpus,1332,none,public_expanded,MEDIUM,verified_default,normal,מילוי
שמע ישראל המשיח כאן,excel_import,,True,thematic_corpus,1385,none,public_expanded,MEDIUM,verified_default,normal,רגיל ומילוי
שמע ישראל יהוה בחר בי למשיחך בזמן הזה,excel_import,,False,research_vocabulary,1723,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי
שנה הבאה יבוא משיח אחרון,excel_import,,False,research_vocabulary,1010,none,deep_research,LOW,unverified_bare,normal,(none)
שנה שמלך המשיח נגלה בו,excel_import,,False,research_vocabulary,1204,none,deep_research,LOW,unverified_bare,normal,(none)
שנת ביאת המשיח האחרון 776 - 1212 רת,excel_import,,False,research_vocabulary,6440,none,deep_research,LOW,unverified_bare,normal,שנת ביאת המשיח האחרון 776 - 1212 רת
שנת הגאולה במילוי,excel_import,,True,thematic_corpus,898,none,public_expanded,MEDIUM,verified_default,normal,שנת הגאולה במילוי
שנת המשיח מילוי,excel_import,,True,thematic_corpus,1209,none,public_expanded,MEDIUM,verified_default,normal,שנת המשיח מילוי
שנת התגלות אליהו והמשיח ?,excel_import,,False,research_vocabulary,2015,none,deep_research,MEDIUM,unverified_with_notes,normal,2480 - מסתתר
שנת התגלות משיח,excel_import,,True,thematic_corpus,1952,none,public_expanded,MEDIUM,verified_default,normal,(none)
שנת משיח יהוה,excel_import,,True,thematic_corpus,1134,none,public_expanded,MEDIUM,verified_default,normal,(none)
שעת השבת לגאולה,excel_import,,True,thematic_corpus,1552,none,public_expanded,MEDIUM,verified_default,normal,משולש
שש מאות ארבעים וארבע המשיח,excel_import,,False,research_vocabulary,2012,none,deep_research,MEDIUM,unverified_with_notes,normal,ריבוע גדול
תאריך בוא הגואל האחרון,excel_import,,True,thematic_corpus,955,none,public_expanded,MEDIUM,verified_default,normal,אותיות לפני
תאריך הגאולה השלמה עד עת קץ,excel_import,,False,research_vocabulary,1795,none,deep_research,MEDIUM,unverified_with_notes,normal,ריבוע
תאריך נוצרי רומז על גאולה יהודית,excel_import,,False,research_vocabulary,1820,none,deep_research,LOW,unverified_bare,normal,(none)
תגלה משיחך האחרון בזמן הזה,excel_import,,False,research_vocabulary,1202,none,deep_research,LOW,unverified_bare,normal,(none)
תורתי אמת. המשיח !,excel_import,,False,research_vocabulary,1820,none,deep_research,LOW,unverified_bare,normal,תורתי אמת. המשיח !
תכלית העולם ימות המשיח האחרון,excel_import,,False,research_vocabulary,2100,none,deep_research,MEDIUM,unverified_with_notes,normal,מילוי ללא
תל אביב בגאולה,excel_import,,True,thematic_corpus,492,none,public_expanded,MEDIUM,verified_default,normal,מסתתר
תצמיח במהרה = שנת הגאולה,excel_import,,False,research_vocabulary,,none,deep_research,LOW,unverified_bare,normal,(none)
תראו את משיח בן דויד בקרוב ממש,excel_import,,False,research_vocabulary,2132,none,deep_research,MEDIUM,unverified_with_notes,normal,משולש מילה כפול
תראו משיח בקרוב,excel_import,,True,thematic_corpus,1275,none,public_expanded,MEDIUM,verified_default,normal,משולש
תרגיל למשיחי - מסתתר = עשרה בטבת,excel_import,,False,research_vocabulary,988,none,deep_research,LOW,unverified_bare,normal,תרגיל למשיחי - מסתתר = עשרה בטבת
תתגלה אלי משיח,excel_import,,True,thematic_corpus,1237,none,public_expanded,MEDIUM,verified_default,normal,(none)
תתן חכמתך למשיח האחרון,excel_import,,True,thematic_corpus,1996,none,public_expanded,MEDIUM,verified_default,normal,רגיל ומילים
איש האלהים משיחך,sod1820,צוריאל,True,public_core,780,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: אִישׁ הָאֱלֹהִים משיחך
אלהים משיח מקדש,sod1820,צוריאל,True,public_core,888,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: אֱלֹהִים -מָּשִׁיחַ - מִקְדָּשׁ
בוא המשיח,sod1820,צוריאל,True,public_core,372,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: בוא המשיח 396
במוצאי שביעית מלכות משיח יהוה,sod1820,צוריאל,True,public_core,1821,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: במוצאי שביעית מלכות משיח יהוה 1821
דיקטטורה משיחית,sod1820,צוריאל,True,public_core,1111,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: דיקטטורה משיחית 3333
דמעות משיח,sod1820,צוריאל,True,public_core,878,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: דמעות משיח 8780
הגולגולת של משיח בן דוד,sod1820,צוריאל,False,research_vocabulary,1237,none,deep_research,MEDIUM,unverified_despite_clean_category,normal,ליבה נקייה שחולצה מ: הגולגולת של משיח בן דוד 1414 | מקור: הגולגולת של משיח בן דוד 1414
המשיח בו,sod1820,צוריאל,True,public_core,371,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: המשיח 337 בו
המשיח בנ ששים ושתים,sod1820,צוריאל,True,public_core,1821,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: המשיח בנ ששים ושתים 1821
הסתר,sod1820,צוריאל,True,research_package,665,sod1820_anchor_665,premium_candidate,HIGH,sod1820_anchor_cluster,normal,"הראי של משיח בן יוסף (566↔665) — עיגון צוריאל 12.7.2026, מאומת במנוע"
הצלחת משיח,sod1820,צוריאל,True,public_core,891,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: הצלחת משיח 1111
הרהחוצבים,sod1820,צוריאל,True,thematic_corpus,366,none,public_expanded,MEDIUM,sod1820_verified_uncategorized,normal,הר החוצבים = המשיח בא = 366
התגלות ר מ משיח צדקנו,sod1820,צוריאל,True,public_core,1692,none,public_core,HIGH,sod1820_clean_core_extraction,normal,"ליבה נקייה שחולצה מ: התגלות ר""מ משיח צדקנו"
ושכנתי,sod1820,צוריאל,False,research_package,786,sod1820_branch_786,premium_candidate,HIGH,sod1820_anchor_cluster,normal,זכריה — מחזק ענף 786/תשפו
חרב המשיח,sod1820,צוריאל,True,public_core,573,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: חרב המשיח 2180
יהוה גילה את סוד המשיח האמיתי האחרון,sod1820,צוריאל,True,public_core,1644,none,public_core,HIGH,sod1820_clean_core_extraction,normal,סוד1820 (לא פסוק)
כב בתשרי תשפד,sod1820,צוריאל,True,research_package,1718,sod1820_anchor_1718,premium_candidate,HIGH,sod1820_anchor_cluster,normal,"תאריך פרוץ חרבות ברזל (שמיני עצרת/שמחת תורה, 7.10.2023). רגיל=1718=משיח בן דויד ישלים הבית בעתה. מסתתר=1202=התגלות משיח="
לבן ישי משיחך,sod1820,צוריאל,False,research_package,780,sod1820_branch_780,premium_candidate,HIGH,sod1820_anchor_cluster,normal,ציר 780
מי משיח בן דוד,sod1820,צוריאל,True,public_core,474,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: מי משיח בן דוד 2386 | מקור: מי משיח בן דוד 2386
מי משכיל,sod1820,צוריאל,True,public_core,450,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: מי משכיל 786 2626 676 634 1600
מם של משיח,sod1820,צוריאל,True,public_core,768,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: מם של משיח 3370 1898 613 768
מסלול משיח,sod1820,צוריאל,True,public_core,524,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: מסלול משיח 650
משיח בנ דויד ישלים הבית בעתה,sod1820,צוריאל,True,public_core,1718,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: משיח בנ דויד ישלים הבית בעתה 1718
משיח גאולה בתל אביב,sod1820,צוריאל,True,public_core,850,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: משיח גאולה בתל אביב 785
משיח הגיע,sod1820,צוריאל,True,public_core,446,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: משיח הגיע 68
משיח יבא,sod1820,צוריאל,True,public_core,371,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: משיח יבא 337
משיח מתוכך,sod1820,צוריאל,True,public_core,844,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: משיח מתוכך 844
משיח צידקנו,sod1820,צוריאל,True,public_core,618,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: משיח צידקנו +2702
משיח ר יפ,sod1820,צוריאל,True,public_core,648,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: משיח ∆ ר יפ 1211
משיח שיח,sod1820,צוריאל,True,public_core,676,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: משיח + שיח 318+358
משיח שקר,sod1820,צוריאל,True,public_core,958,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: משיח שקר 2388 852
משיח תשובה,sod1820,צוריאל,True,public_core,1071,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: משיח תשובה ∆
משיחי,sod1820,צוריאל,True,public_core,368,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: משיחי ∆
משיחי יבוא,sod1820,צוריאל,True,public_core,387,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: 1118 משיחי יבוא
עבדך משיחך,sod1820,צוריאל,True,public_core,474,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: עבדך משיחך 1819 ∆
עמיר ופולארד ישוחררו ע י המשיח,sod1820,צוריאל,False,research_vocabulary,1820,none,deep_research,MEDIUM,unverified_despite_clean_category,normal,"ליבה נקייה שחולצה מ: עמיר ופולארד ישוחררו ע""י המשיח"
עצירות,sod1820,צוריאל/שמעון,True,research_package,776,sod1820_anchor_776,premium_candidate,HIGH,sod1820_anchor_cluster,normal,צוריאל/שמעון — עצירות פורשת 3 מאסטרים משיחיים לפי רובדי-עומק: רגיל=776 (ביאת המשיח) · מסתתר=878 (גוף/מילוי המשיח) · מילו
פני משיחך,sod1820,צוריאל,True,public_core,518,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: פני משיחך 1152
פתרונים,sod1820,צוריאל,False,research_package,786,sod1820_branch_786,premium_candidate,HIGH,sod1820_anchor_cluster,normal,כתיב מלא = 786
רחמנא אדכר לן קימה דדוד מלכא משיחא,sod1820,צוריאל,True,public_core,1227,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ארמית - ברכת המזון
תדר משיח בי,sod1820,צוריאל,True,public_core,974,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: תדר משיח בי 2510 1152
תורתי אמת המשיח,sod1820,צוריאל,True,public_core,1820,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: תורתי אמת. המשיח !
תקוות משיח,sod1820,צוריאל,True,public_core,1270,none,public_core,HIGH,sod1820_clean_core_extraction,normal,ליבה נקייה שחולצה מ: תקוות משיח 261 2600
אתחלתא דגאולה,entity_expansion_v1,,True,thematic_corpus,889,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
ביאת הגואל,entity_expansion_v1,,True,thematic_corpus,458,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
בניין בית המקדש,entity_expansion_v1,,True,thematic_corpus,983,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
בניין ירושלים,entity_expansion_v1,,True,thematic_corpus,718,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
בשורת הגאולה,entity_expansion_v1,,True,thematic_corpus,958,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
גאולה שלמה,entity_expansion_v1,,True,thematic_corpus,420,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
גאולת הנפש,entity_expansion_v1,,True,thematic_corpus,875,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
גואל,entity_seed_v1,,True,thematic_corpus,40,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
גואל אחרון,entity_expansion_v1,,True,thematic_corpus,305,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
גואל ישראל,entity_expansion_v1,,True,thematic_corpus,581,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
הגאולה השלמה,entity_expansion_v1,,True,thematic_corpus,430,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
העלאת ניצוצות,entity_expansion_v1,,True,thematic_corpus,1158,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
יכירו וידעו כל יושבי תבל,entity_expansion_v1,,True,thematic_corpus,1152,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
ישועה,entity_seed_v1,,True,thematic_corpus,391,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
ישועת ישראל,entity_expansion_v1,,True,thematic_corpus,1327,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
מלך הגאולה,entity_expansion_v1,,True,thematic_corpus,140,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
מלכות בית דוד,entity_expansion_v1,,True,thematic_corpus,922,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
משיח בן דוד האמיתי,entity_expansion_v1,,True,thematic_corpus,890,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
נצר ישי,entity_expansion_v1,,True,thematic_corpus,660,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
סוף הגלות,entity_expansion_v1,,True,thematic_corpus,590,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
עת קץ,entity_expansion_v1,,True,thematic_corpus,660,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
פדות ישראל,entity_expansion_v1,,True,thematic_corpus,1031,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
צמח צדיק,entity_expansion_v1,,True,thematic_corpus,342,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
קיבוץ נדחים,entity_expansion_v1,,True,thematic_corpus,320,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
קץ הגלות,entity_expansion_v1,,True,thematic_corpus,634,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
קץ הימים,entity_expansion_v1,,True,thematic_corpus,295,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
שופר של משיח,entity_expansion_v1,,True,thematic_corpus,1274,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
שורש ישי,entity_expansion_v1,,True,thematic_corpus,1126,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
שיבת ציון,entity_expansion_v1,,True,thematic_corpus,868,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
שיבת שבות,entity_expansion_v1,,True,thematic_corpus,1420,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
תיקון השכינה,entity_expansion_v1,,True,thematic_corpus,956,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
תקיעת שופר,entity_expansion_v1,,True,thematic_corpus,1566,entity_world_geulah,public_expanded,HIGH,entity_world_geulah,normal,(none)
אגוז לוז עצם לחיים,wp_id:36710,,True,thematic_corpus,358,none,public_expanded,MEDIUM,verified_default,normal,wp36710 =358=משיח
אדם,wp_id:26967,,True,thematic_corpus,45,none,public_expanded,MEDIUM,verified_default,normal,=מה=גאולה=45
אש המשיח,סלי מור,סלי מור,True,research_package,664,sali_mor_tisha_bav,premium_candidate,HIGH,named_researcher_cluster,normal,רשימת סלימור — תשעה באב תשפו
את הפסח בארבעה עשר,community,,False,research_vocabulary,1404,none,deep_research,LOW,unverified_community,unverified_community,1404 · תאריך גאולת מצרים · קבוצת תורת הרמז VIP · שולח 972537738295
ברכה,excel_import wp_id:9398,שמעון חיימוב,True,research_package,227,none,premium_candidate,HIGH,named_researcher_cluster,normal, | המשכת ה-7 דרך ה-22; קדמי=888=הגאולה תתגלה
בשתי ידים,wp_id:23886,,True,thematic_corpus,776,none,public_expanded,MEDIUM,verified_default,normal,=776=ביאת המשיח
גל,wp_id:26967,,True,thematic_corpus,33,none,public_expanded,MEDIUM,verified_default,normal,"גילוי+גאולה, שורשה גל. ragil=33, kadmi=111=פלא"
דוד בן ישי בית הלחמי,cleanup_sample30,,True,thematic_corpus,891,none,public_expanded,MEDIUM,verified_default,normal,(none)
האות יוד של דוד,excel_import + verified,,True,thematic_corpus,776,none,public_expanded,MEDIUM,verified_default,normal,"האות יוד של דוד = 776 = ביאת המשיח = הכל מתחבר כאן. בגאולה דוד מקבל יו""ד (דוד→דויד): יחזקאל ל""ד נבואת הרועה לעתיד נכתב """
הכל מתחבר כאן,excel_import + verified,,True,thematic_corpus,776,none,public_expanded,MEDIUM,verified_default,normal,"הכל (55)+מתחבר (650)+כאן (71)=776=ביאת המשיח. שם/מוטו של מפת הידע. קדמי=2940=10×294 (אומת ההערה ""משולש 294"" מהאקסל). חוש"
