# RESIDUAL LEGACY POST CORPUS — NUMERIC CLAIM LEDGER v1
#
# TOTAL 2864 claims: ENGINE_MATCH=1579 | NOT_ENGINE_REPRODUCED=963 | SOURCE_NATIVE_VARIANT=154 | SYSTEM_LAW_APPLICATION=152 | NEAR_MISS_<=3=16
# READ-ONLY. Every claim extracted from the 944-post residual corpus and classified against the
# LIVE canonical engine (public RPC: gematria_api + the 20 registered method functions).
# NOTHING was computed from memory. NO target-fitting: a claim is only ENGINE_MATCH if a registered
# method returns exactly the claimed value.
#
# class vocabulary:
#   ENGINE_MATCH             a registered canonical method reproduces the claimed value exactly
#   SOURCE_NATIVE_VARIANT    reproduces under an explicit historical operator (+כולל, -1, +אותיות, +מילים, combinations)
#   SYSTEM_LAW_APPLICATION   not a phrase calculation at all — a transform of an already-known number
#                            (millennium prefix +5000, decimal scaling x10, zero-law, אור-חוזר reversal,
#                             thousands-drop, spelled-numeral identity)
#   NEAR_MISS_<=3            within 3 of a registered method; recorded, NOT accepted
#   NOT_ENGINE_REPRODUCED    no registered method or justified operator reproduces it
#   NO_ENGINE_DATA           engine returned nothing for this string
#
# source: eq = '=' chain in body text | table = HTML table (value,phrase) row | begim = 'בגימטריה N'/'עולה N'
# columns: source	class	claimed_value	phrase	engine_detail	posts
#
table	ENGINE_MATCH	776	גאל אחרון בעתה	ragil	1375
table	ENGINE_MATCH	776	הגואל יבוא עני ורכב על חמור	gadol; ragil	1375
table	ENGINE_MATCH	776	ההסכם הרע עם אירן	ragil	1375
table	ENGINE_MATCH	776	המלכות האחרונה	gadol; ragil	1375
table	ENGINE_MATCH	776	המשיח בטבת	gadol; ragil	1375
table	ENGINE_MATCH	776	וּמַמְלַכְתְּךָ עַד עוֹלָם	ragil	1375
table	ENGINE_MATCH	776	למעני למעני אעשה	gadol; ragil	1375
table	ENGINE_MATCH	776	מלכות דויד לעולם ועד	ragil	1375
table	ENGINE_MATCH	776	צריך משיח דחוף	ragil	1375
table	ENGINE_MATCH	776	רות נעמי	gadol; ragil	1375
table	ENGINE_MATCH	776	אובאמה פצצת האטום	ragil	1375
table	ENGINE_MATCH	776	שובו אלי ואשובה אליכם	ragil	1375
table	ENGINE_MATCH	776	תרום ימינך	ragil	1375
table	ENGINE_MATCH	776	תשכון	ragil	1375
table	ENGINE_MATCH	776	תשמח בי-ה-ו-ה	gadol; ragil	1375
table	NOT_ENGINE_REPRODUCED	776	סוד הגאולה (מילוי ללא מילה)	ragil=362; gadol=362	1375
table	ENGINE_MATCH	776	שלמות	gadol; ragil	1375
table	ENGINE_MATCH	776	זרע העמלק ימחה מהעולם	ragil	1375
table	ENGINE_MATCH	776	קץ ישטטו רבים	ragil	1375
table	NOT_ENGINE_REPRODUCED	776	מקווה (משולש) בריבוע = 477 = בעתה	ragil=1600; gadol=1600	1375
table	ENGINE_MATCH	776	לא זכו עני רוכב על חמור	gadol; ragil	1375
table	NOT_ENGINE_REPRODUCED	776	המק בשרו והוא עומד על רגליו	ragil=1140; gadol=1140	1375
table	NOT_ENGINE_REPRODUCED	776	העם לא יכרת (זכריה י)	ragil=1028; gadol=1588	1375
table	ENGINE_MATCH	776	הַיְשׁוּעָה הַשְּׁלֵמָה	gadol; ragil	1375
table	NOT_ENGINE_REPRODUCED	776	ישראל לא חטא מעולם (כיון שבזמן הגאולה יזכו כל עם ישראל לתשובה מאהבה ויהפכו את כל העונות לזכויות, ויתברר שלא חטאו מעולם)	ragil=None; gadol=None	1375
table	ENGINE_MATCH	776	תמשלו	gadol; ragil	1375
table	ENGINE_MATCH	776	למוד זהר יביא ויטה לנו גאולה ברחמים	ragil	1375
table	ENGINE_MATCH	776	נחש קדמוני רזא	gadol; ragil	1375
table	NOT_ENGINE_REPRODUCED	776	בני עמלק ערב רב (לומר שמחייתם תתקים בשנת תשעו)	ragil=4338; gadol=5458	1375
table	ENGINE_MATCH	781	הושיע יה-וה משיחו	gadol; ragil	1375
table	ENGINE_MATCH	781	התשע"ו	gadol; ragil	1375
table	ENGINE_MATCH	781	ישראל עמלק	gadol; ragil	1375
table	ENGINE_MATCH	781	משיח בי' טבת	gadol; ragil	1375
table	ENGINE_MATCH	781	תורה מסיני	gadol; ragil	1375
table	ENGINE_MATCH	781	י-ה-ו-ה יחזיר מלכות דויד	gadol; ragil	1375
table	ENGINE_MATCH	781	עמלק ישראל	gadol; ragil	1375
table	ENGINE_MATCH	781	עמיר מחכה למשיח	gadol; ragil	1375
table	ENGINE_MATCH	781	האסיר יגאל מחכה למשיח	gadol; ragil	1375
table	ENGINE_MATCH	781	וידעו העם הזה כי אתה יהוה האלהים	ragil	1375
table	ENGINE_MATCH	781	תאריך גאלה פלא	ragil	1375
table	ENGINE_MATCH	800	עמלק אויב ישראל	gadol; ragil	1375
table	ENGINE_MATCH	800	שנת הגאולה	gadol; ragil	1375
table	ENGINE_MATCH	849	ומביא גואל לבני בניהם למען שמו באהבה	ragil	1375
table	ENGINE_MATCH	849	בן דוד בהתשעו	ragil	1375
table	ENGINE_MATCH	861	יבוא בן דוד תשעו	ragil	1375
table	SOURCE_NATIVE_VARIANT	929	וישכם אברהם בבקר	ragil+כולל	1375
table	ENGINE_MATCH	929	כי בא מועד תשע"ו	gadol; ragil	1375
table	ENGINE_MATCH	929	מצמיח קרן ישועה	ragil	1375
table	ENGINE_MATCH	939	י-ה-ו-ה יושיע את עמו	gadol; ragil	1375
table	ENGINE_MATCH	939	עד כי יבא שילה בעתה	gadol; ragil	1375
table	ENGINE_MATCH	941	גאולה תשע"ו אליהו הנביא	gadol; ragil	1375
table	ENGINE_MATCH	941	במוצאי שביעית	gadol; ragil	1375
table	ENGINE_MATCH	981	גאולת ישראל	gadol; ragil	1375
table	ENGINE_MATCH	981	ויחבש את חמרו	gadol; ragil	1375
table	ENGINE_MATCH	981	יבוא לציון תשע"ו	ragil	1375
table	ENGINE_MATCH	1111	חכמת יהוה אינסופית	gadol; ragil	1375
table	ENGINE_MATCH	1118	מלכות יה-וה תהיה לעולם	ragil	1375
table	ENGINE_MATCH	1118	שמע ישראל יה-וה אלהינו יה-וה אחד	gadol; ragil	1375
table	ENGINE_MATCH	1118	קץ צמח דוד תשעו	ragil	1375
table	ENGINE_MATCH	1118	יהוה נורא (משולש)	aiq_bekar_calc	1375
table	ENGINE_MATCH	1134	כי יום נקם בלבי ושנת גאולי באה	ragil	1375
table	ENGINE_MATCH	1134	משיח תשע"ו	gadol; ragil	1375
table	NOT_ENGINE_REPRODUCED	1139	יהללו ** שם יה-וה כי נשגב שמו לבדו ** הודו על ארץ ושמים	ragil=2028; gadol=3958	1375
table	ENGINE_MATCH	1139	כי קרובה ישועתי	gadol; ragil	1375
table	ENGINE_MATCH	1139	משיח התשע"ו	gadol; ragil	1375
table	ENGINE_MATCH	1142	אובאמה גלגול של פרעה סנחריב	gadol; ragil	1375
table	SOURCE_NATIVE_VARIANT	1142	משיח בהתשעו	gadol+כולל; ragil+כולל	1375
table	ENGINE_MATCH	1152	ואתה לך לקץ ותנוח	ragil	1375
table	ENGINE_MATCH	1152	יבוא משיח תשעה	gadol; ragil	1375
table	ENGINE_MATCH	1181	גאולה תשע"ו השנה	gadol; ragil	1375
table	ENGINE_MATCH	1181	משיח יהוה יבוא בתשעו	gadol; ragil	1375
table	ENGINE_MATCH	1186	עד כי יבא שילה אחרית הימים	ragil	1375
table	ENGINE_MATCH	1186	שרש דוד בן ישי	ragil	1375
table	SOURCE_NATIVE_VARIANT	1202	תקע בשופר גדול	gadol+כולל; ragil+כולל	1375
table	ENGINE_MATCH	1202	אובמה עמלקי שונא ישראל	gadol; ragil	1375
table	ENGINE_MATCH	1202	בתשעו משיח בן דוד	ragil	1375
table	NOT_ENGINE_REPRODUCED	1202	גאולה אחישנה	ragil=419; gadol=419	1375
table	ENGINE_MATCH	1202	המשיח ישלים המקדש	ragil	1375
table	ENGINE_MATCH	1202	התגלות משיח	gadol; ragil	1375
table	ENGINE_MATCH	1202	התגלות משיח	gadol; ragil	1375
table	ENGINE_MATCH	1202	י-ה-ו-ה יקום בעמלק בתשע"ו	ragil	1375
table	ENGINE_MATCH	1202	י טבת התשע"ו	gadol; ragil	1375
table	ENGINE_MATCH	1202	יהוה יקום בעמלק בתשע"ו	ragil	1375
table	ENGINE_MATCH	1202	משיחי ואליהו תשע"ו	gadol; ragil	1375
table	NOT_ENGINE_REPRODUCED	1202	שורש דוד בן ישי	ragil=1192; gadol=1842	1375
table	NOT_ENGINE_REPRODUCED	1202	שנת הגאולה (במילוי)	ragil=898; gadol=898	1375
table	NOT_ENGINE_REPRODUCED	1202	שנת הגאולה במילוי	ragil=898; gadol=898	1375
table	NOT_ENGINE_REPRODUCED	1212	משה רבנו' ו׳בני ישראל (משה רבנו' ו׳בני ישראל׳ – אותה גימטריה)	ragil=3113; gadol=3113	1375
table	ENGINE_MATCH	1290	הנחש נשיא ארה"ב בראק אובאמה	gadol; ragil	1375
table	ENGINE_MATCH	1290	כסא הויה יהיה שלם בהתשע"ו	ragil	1375
table	ENGINE_MATCH	1290	עולם כמנהגו נוהג ∆	kadmi	1375
table	ENGINE_MATCH	1290	התגלות אלהית	gadol; ragil	1375
table	ENGINE_MATCH	1290	יבא עמלק צורר ישראל	gadol; ragil	1375
table	SOURCE_NATIVE_VARIANT	1328	∆ יבא שילה	kadmi-1; kadmi_gadol-1	1375
table	ENGINE_MATCH	1328	אליהו ובן דוד בי טבת התשע"ו	ragil	1375
table	ENGINE_MATCH	1328	ונבנתה עיר על תלה	gadol; ragil	1375
table	SOURCE_NATIVE_VARIANT	1328	קץ התשע"ו משיח	ragil-1	1375
table	ENGINE_MATCH	1331	המקדש ירד מן השמים במחזה פלאי	ragil	1375
table	ENGINE_MATCH	1331	משיח ∆	kadmi; kadmi_gadol	1375
table	ENGINE_MATCH	1331	מלחמות יהוה התשע"ו	gadol; ragil	1375
table	ENGINE_MATCH	1331	צמח דויד דוד בן ישי בהתשעו	ragil	1375
table	NOT_ENGINE_REPRODUCED	1331	משיח בעתה לוויתן	ragil=1337; gadol=1987	1375
table	ENGINE_MATCH	1331	עת אמיתית	gadol; ragil	1375
table	ENGINE_MATCH	1331	השכינה בציון בהתשעו	ragil	1375
table	ENGINE_MATCH	1334	ובא לציון גואל ולשבי פשע ביעקב נאם י-ה-ו-ה	ragil	1375
table	ENGINE_MATCH	1335	המלכת המשיח בעתה	gadol; ragil	1375
table	ENGINE_MATCH	1335	י-ה-ו-ה יגאלינו בי' טבת תשע"ו	gadol; ragil	1375
table	ENGINE_MATCH	1335	משיח בא ∆	kadmi; kadmi_gadol	1375
table	ENGINE_MATCH	1335	משיח בן דויד אליהו הנביא ה-תשע"ו	ragil	1375
table	ENGINE_MATCH	1335	משיח אחרון עני ורכב על חמור	ragil	1375
table	ENGINE_MATCH	1335	מסגד אל אקצה יחרב התשע"ו	gadol; ragil	1375
table	ENGINE_MATCH	1335	משיח יבא לציון בתשעו	ragil	1375
table	ENGINE_MATCH	1358	אלה ברכב ואלה בסוסים ואנחנו בשם־יהוה אלהינו נזכיר	ragil	1375
table	ENGINE_MATCH	1358	אלף מאתים ושתים (1202)	ragil	1375
table	ENGINE_MATCH	1358	גאל ישראל ב-התשע"ו	gadol; ragil	1375
table	ENGINE_MATCH	1358	מלחמת גוג ומגוג בשנה הזאת	gadol; ragil	1375
table	ENGINE_MATCH	1358	מלחמת המשיח בעתה	gadol; ragil	1375
table	ENGINE_MATCH	1454	קץ אליהו משיח בן דויד בתשעו	ragil	1375
table	SOURCE_NATIVE_VARIANT	1456	בראשית ישראל	gadol+מילים; ragil+מילים	1375
table	ENGINE_MATCH	1608	ותנוח ותעמד לגרלך לקץ הימין 1608	ragil	1375
table	ENGINE_MATCH	1608	עת משיח התשע"ה	gadol; ragil	1375
table	ENGINE_MATCH	1634	סתם הדברים וחתם הספר עד	ragil	1375
table	ENGINE_MATCH	1634	התשעה משיח יבוא בעתה	gadol; ragil	1375
table	ENGINE_MATCH	1776	ב-התשע"ו אטום ישלח – משכב זכר	ragil	1375
table	ENGINE_MATCH	1776	מלחמת עולם השלישית באובאמה	ragil	1375
table	ENGINE_MATCH	1776	מלחמת עמלק ישראל בעתה	gadol; ragil	1375
table	ENGINE_MATCH	1776	משיח יבוא לירושלם בהתשע"ו	ragil	1375
table	ENGINE_MATCH	1820	ציון במשפט תפדה משיח דוד בן ישי	ragil	1375
table	ENGINE_MATCH	1820	משכב הזכר תל אביב התשע"ו	gadol; ragil	1375
table	ENGINE_MATCH	1820	אין סוף, אין קץ, אין תכלית, אין מספר	ragil	1375
table	ENGINE_MATCH	1820	ב-התשע"ו במוצאי שביעית הזה בן דויד בא	ragil	1375
table	ENGINE_MATCH	1820	ביאת המשיח האמתי בשנה הבאה עלינו לטובה	gadol; ragil	1375
table	ENGINE_MATCH	1820	בן דויד אליהו חמש שבע שבע שש	ragil	1375
table	ENGINE_MATCH	1820	בן דויד בא במוצאי שביעית הזה בהתשע"ו	ragil	1375
table	ENGINE_MATCH	1820	דוד המלך יבנה בית המקדש בהתשע"ו	ragil	1375
table	ENGINE_MATCH	1820	דויד בן ישי ימלך בישראל ה-תשעו	ragil	1375
table	ENGINE_MATCH	1820	דויד המלך יבנה בית מקדש בתשע”ו	ragil	1375
table	ENGINE_MATCH	1820	המלחמה תחל בעתה ב-תשע"ה	gadol; ragil	1375
table	ENGINE_MATCH	1820	המשיח בדרך צריך להתעורר	ragil	1375
table	ENGINE_MATCH	1820	המשיח דויד בן ישי יגאלינו ניסן התשע"ו	ragil	1375
table	ENGINE_MATCH	1820	המשיח יבא התשעו ירד המקדש 1820 – ∆ 7076	gadol; ragil	1375
table	ENGINE_MATCH	1820	הקדוש ברוך הוא + תורה + ישראל + אחד	ragil	1375
table	ENGINE_MATCH	1820	י-ה-ו-ה יחריב המסגדים בהר הבית בתשע"ו	ragil	1375
table	ENGINE_MATCH	1820	י-ה-ו-ה ילחם את מלחמות ישראל עמלק	ragil	1375
table	ENGINE_MATCH	1820	יה-וה ישכון במקדשו שנה הבאה בירושלם	ragil	1375
table	ENGINE_MATCH	1820	ישועת ישראל בעתה היא	gadol; ragil	1375
table	ENGINE_MATCH	1820	מלכות בישראל התשע"ו	gadol; ragil	1375
table	ENGINE_MATCH	1820	מלכות המשיח לנצח בהתשע"ו	gadol; ragil	1375
table	ENGINE_MATCH	1820	מקדש משמים ניסן תשע"ו	ragil	1375
table	ENGINE_MATCH	1820	משיח אחרון י טבת תשע”ו	ragil	1375
table	ENGINE_MATCH	1820	משיח בן דוד יתגלה לעלם בתשע"ו	ragil	1375
table	NOT_ENGINE_REPRODUCED	1820	נכנס יין יצא סוד.. המילה יין נמצאת בתורה 26 פעם 70*26 1820	ragil=1965; gadol=3825	1375
table	ENGINE_MATCH	1820	נשגב יהוה לבדו ביום ההוא ∆	kadmi	1375
table	ENGINE_MATCH	1820	עם ישראל יושע ב-התשע"ו	ragil	1375
table	ENGINE_MATCH	1820	שבעים עמים יעלו לציון למלחמה בהתשע"ו	ragil	1375
table	ENGINE_MATCH	1820	שנה הבאה גאלת ישראל בעתה	gadol; ragil	1375
table	ENGINE_MATCH	1820	כתל שריד בית מקדש	gadol; ragil	1375
table	ENGINE_MATCH	1820	גאלת ישראל בעתה שנה הבאה	gadol; ragil	1375
table	ENGINE_MATCH	1820	המלחמה האטומית תחל בה תשעו	gadol; ragil	1375
table	SOURCE_NATIVE_VARIANT	1820	ממשלת הליכוד בנימין בהתשע"ו	albam+כולל	1375
table	NOT_ENGINE_REPRODUCED	1820	שכינה = רגיל 385 + משולש 1438 = 1820 !!	ragil=1304; gadol=1304	1375
table	ENGINE_MATCH	1820	תפל כיפת הזהב התשעו	gadol; ragil	1375
table	ENGINE_MATCH	1820	הגיע זמן הגאולה אלפ שמונה מאות ועשרים	ragil	1375
table	ENGINE_MATCH	1820	הגיע זמן הגאולה אלף שמונה מאות ועשרים	ragil	1375
table	NOT_ENGINE_REPRODUCED	2015	המשיח יתגלה בי טבת התשעו (2015 – שנת הגילוי)	ragil=2829; gadol=2829	1375
table	ENGINE_MATCH	2015	מלחמה ליה-וה בעמלק הנחש מדר דר ב-התשע"ו	gadol; ragil	1375
table	ENGINE_MATCH	2015	י-ה-ו-ה יעניש את קהילת משכב זכר הגאה	gadol; ragil	1375
table	ENGINE_MATCH	2015	רשת האינטרנט התשעו	gadol; ragil	1375
table	ENGINE_MATCH	2015	סעודת המשיח	miluy	1375
table	NOT_ENGINE_REPRODUCED	2015	המלחמה בתשעה (מילוי)	ragil=1001; gadol=1001	1375
table	ENGINE_MATCH	2015	בהתשעו אליה הנביא יטול את האות ויו מיעקוב	gadol; ragil	1375
table	ENGINE_MATCH	2015	המלחמה על ירושלם תהיה ה-תשעו	ragil	1375
table	ENGINE_MATCH	2015	נאם נתניהו בקונגרס על ההסכם המסוכן לישראל	ragil	1375
table	NOT_ENGINE_REPRODUCED	2015	1820+"הקץ"(195)=2015	ragil=195; gadol=1005	1375
table	NOT_ENGINE_REPRODUCED	2066	הגואל יבוא בעתה (משולש)	ragil=1217; gadol=1217	1375
table	NOT_ENGINE_REPRODUCED	2066	ודוד עבדי נשיא להם (משולש)	ragil=1218; gadol=1778	1375
table	NEAR_MISS_<=3	2212	בן דויד יבוא ביטבת חמש שבע שבע שש	ragil=2210(+2)	1375
table	ENGINE_MATCH	2212	המשיח בשבע מאות שבעים ושש	ragil	1375
table	ENGINE_MATCH	2212	משיח בן דוד עבדך חמש שבע שבע שש	ragil	1375
table	ENGINE_MATCH	2212	תמו כל הקצים ואין הדבר תלוי אלא בתשובה	ragil	1375
table	ENGINE_MATCH	2216	גאולה בעתה בחמש שבע שבע שש	gadol; ragil	1375
table	ENGINE_MATCH	2216	מלחמת גוג ומגוג תתחיל התשע"ה 1820+ 396	gadol; ragil	1375
table	ENGINE_MATCH	2216	משכב זכר ∆	kadmi; kadmi_gadol	1375
table	ENGINE_MATCH	2499	מלחמת העולם השלישית תשע"ה	ragil	1375
table	ENGINE_MATCH	2504	והיה ביום ההוא ביום בוא גוג על אדמת ישראל נאם אדני יהוה תעלה חמתי באפי	ragil	1375
table	ENGINE_MATCH	2504	חמשת אלפים שבע מאות שבעים וחמש	ragil	1375
table	ENGINE_MATCH	2504	מלחמת העולם השלישית התשע"ה	ragil	1375
table	ENGINE_MATCH	2504	אזהרה סכנה מרחפת על ישראל בהתשעה	gadol; ragil	1375
table	ENGINE_MATCH	2504	בנימין יבחר ראש ממשלת ישראל האחרון	ragil	1375
table	NOT_ENGINE_REPRODUCED	2504	ברק אובמה הוא מלך אחשורוש תשע"ה	ragil=2054; gadol=2534	1375
table	NOT_ENGINE_REPRODUCED	2504	מלך איראן איתולה עלי חמינאי גלגול של המן בן המדתא האגגי	ragil=2054; gadol=4484	1375
table	NOT_ENGINE_REPRODUCED	2504	רבני ישראל ילבשו שק מהסכם הגרעין	ragil=2054; gadol=3264	1375
table	ENGINE_MATCH	2626	אליהו הנביא בחמשת אלפימ שבע מאות שבעימ וחמש	gadol; ragil	1375
table	ENGINE_MATCH	2626	גאולה שלימה אחרונה ∆	kadmi; kadmi_gadol	1375
table	ENGINE_MATCH	2626	דוד בנ ישי עבדך יבוא התשעו שבע שבע שש	ragil	1375
table	ENGINE_MATCH	2626	דוד בנ ישי שנת הגאולה חמש שבע שבע חמש	gadol; ragil	1375
table	ENGINE_MATCH	2626	כי בא מועד התשעו חמש שבע שבע שש	gadol; ragil	1375
table	NOT_ENGINE_REPRODUCED	2626	כי בא מועד התשעו שבע שבע שש	ragil=2278; gadol=2278	1375
table	ENGINE_MATCH	2626	עני ורכב על חמור דויד בנ ישי בבית המקדש השלישי	gadol; ragil	1375
table	ENGINE_MATCH	2626	תתחדש מלכות ישראל בעתה	gadol; ragil	1375
table	ENGINE_MATCH	2701	בְּרֵאשִׁית בָּרָא אֱלֹהִים אֵת הַשָּׁמַיִם וְאֵת הָאָרֶץ	ragil	1375
table	NOT_ENGINE_REPRODUCED	2701	מקום שבעלי תשובה עומדים אין צדיקים גמורים יכולים לעמוד שם (תשובה קדמה לבריאה)	ragil=3811; gadol=7821	1375
table	ENGINE_MATCH	2756	הרחמן הוא יחזיר לנו עבודת בית המקדש למקומה במהרה בימינו אמן סלה	ragil	1375
table	ENGINE_MATCH	2756	חמשת אלפים שבע מאות שבעים ושש	ragil	1375
table	ENGINE_MATCH	2936	בית המקדש השלישי ירד משמים תשע"ו	ragil	1375
table	NEAR_MISS_<=3	2936	בתשע"ו ∆	kadmi=2939(-3); kadmi_gadol=2939(-3)	1375
table	ENGINE_MATCH	2951	הקץ חמשת אלפים שבע מאות שבעים ושש	ragil	1375
table	NOT_ENGINE_REPRODUCED	2951	התשע"ו (במשולש)	ragil=1459; gadol=1459	1375
table	NOT_ENGINE_REPRODUCED	3096	משיח דויד בן ישי יתגלה בחמשת אלפים שבע מאות שבעים ושש	ragil=3960; gadol=5730	1375
table	NOT_ENGINE_REPRODUCED	3245	בן דויד בשנת הגאולה ∆ רגיל 878	ragil=1121; gadol=1771	1375
table	ENGINE_MATCH	3245	בן דויד התשעו	kadmi	1375
table	ENGINE_MATCH	3245	עד עת קץ ∆	kadmi	1375
table	ENGINE_MATCH	3370	יהו-ה מלך יה-וה מלך יה-וה ימלך לעולם ועד חמשת אלפים שבע מאות שבעים ושש	ragil	1375
table	ENGINE_MATCH	3558	בן דויד גאלנו תשע"ו	kadmi	1375
table	ENGINE_MATCH	3558	הגאולה בשנת חמשת אלפים שבע מאות שבעים ושש	ragil	1375
table	NOT_ENGINE_REPRODUCED	3580	בית יהוה האחרון בירושלם (מילוי)	ragil=1392; gadol=2602	1375
table	NOT_ENGINE_REPRODUCED	3580	האדמה תרעד בציון (משולש)	ragil=1563; gadol=2213	1375
table	ENGINE_MATCH	3580	ישראל העם הנבחר	kadmi	1375
table	NOT_ENGINE_REPRODUCED	3626	סעודת שור הבר והלויתן ) מילוי	ragil=1856; gadol=2506	1375
table	ENGINE_MATCH	4450	דויד בן ישי בשנת הגאולה ∆	kadmi	1375
table	NOT_ENGINE_REPRODUCED	4456	ארבע שלוש ארבע ∆ (434 = משיח בן דויד)	ragil=1616; gadol=2266	1375
table	ENGINE_MATCH	4456	והיה הויה למלך על כל הארץ ביום ההוא יהיה הויה אחד ושמו אחד ∆	kadmi	1375
table	NOT_ENGINE_REPRODUCED	4456	משיח בן דויד ב-תשע"ו ∆	ragil=1212; gadol=1862	1375
table	ENGINE_MATCH	4456	משיח הויה יבוא בתשעו ∆	kadmi; kadmi_gadol	1375
table	NOT_ENGINE_REPRODUCED	4564	בראשית ברא אלהים (משולש) – רגיל 1202	ragil=2121; gadol=2681	1375
table	NOT_ENGINE_REPRODUCED	4564	משיח בן דוד בתשע"ו ( משולש) – רגיל 1202	ragil=2121; gadol=2771	1375
table	ENGINE_MATCH	4771	בנ ישי עבדך בא ה-תשע"ו ∆	kadmi	1375
table	ENGINE_MATCH	4771	משיח הויה גאלינו ה-תשע"ו	kadmi; kadmi_gadol	1375
table	ENGINE_MATCH	4771	עד כי יבא שילה ולו יקהת עמים ∆	kadmi	1375
table	ENGINE_MATCH	4771	עת התשעו ∆	kadmi; kadmi_gadol	1375
table	ENGINE_MATCH	5775	נשמת המשיח דויד בנ ישי	kadmi; kadmi_gadol	1375
table	ENGINE_MATCH	5776	אובמה גוג יעלה לציון בראש שבעים עמים 5776 ∆	kadmi	1375
table	ENGINE_MATCH	5776	בן דוד ואליהו בי טבת התשעו חמש שבע שבע שש חמשת אלפים שבע מאות שבעים ושש	ragil	1375
table	ENGINE_MATCH	5776	הרב ציון ברכה גילה את סוד המשיח ∆	kadmi	1375
table	ENGINE_MATCH	5776	משיח הויה בן ישי תשעו 5776 ∆	kadmi	1375
table	NOT_ENGINE_REPRODUCED	5776	מלכות בית דויד משיחך לעלמים (משולש)	ragil=2206; gadol=3246	1375
table	ENGINE_MATCH	5776	מלכות בית דויד משיחך לעלמים	kadmi	1375
table	ENGINE_MATCH	5776	הקץ בהתשע"ו דויד בן ישי ואליהו	kadmi	1375
table	NOT_ENGINE_REPRODUCED	5776	איום אטום אירני אמיתי על ישראל (משולש)	ragil=2162; gadol=3282	1375
table	ENGINE_MATCH	6449	ביאת המשיח האמתי בעתה ∆	kadmi; kadmi_gadol	1375
table	ENGINE_MATCH	6449	מלחמת גוג ומגוג המשיח התשע"ה ∆	kadmi; kadmi_gadol	1375
table	ENGINE_MATCH	6449	המשיח ילחם בבראק אובאמה הנחש בעתה ∆	kadmi	1375
table	ENGINE_MATCH	6606	בן דויד חמש שבע שבע שש ∆	kadmi	1375
table	ENGINE_MATCH	6606	דוד בן ישי עבדך משיחך גואלינו בתשע"ו ∆	kadmi	1375
table	ENGINE_MATCH	6606	משיח בן דוד שבע שבע שש ∆	kadmi	1375
table	NOT_ENGINE_REPRODUCED	6634	בן דוד יבוא בחמש שבע שבע שש משולש	ragil=2455; gadol=3105	1375
table	NOT_ENGINE_REPRODUCED	6634	בן דויד עבדך יבוא עני ורכב על חמור התשעו משולש	ragil=2360; gadol=3490	1375
table	NOT_ENGINE_REPRODUCED	6635	יבנה בית המקדש בהתשעו משולש	ragil=2387; gadol=2387	1375
table	NOT_ENGINE_REPRODUCED	11110	ומביא גואל לבני בניהם למען שמו באהבה (משולש – אור ישר וחוזר)	ragil=2469; gadol=3679	1375
table	ENGINE_MATCH	11111	בן דויד עבדך בחמשת אלפים שבע מאות שבעים ושש	kadmi	1375
table	ENGINE_MATCH	2504	והיה ביום ההוא ביום בוא גוג על אדמת ישראל נאם אדני יהוה תעלה חמתי באפי	ragil	1395
table	ENGINE_MATCH	2504	חמשת אלפים שבע מאות שבעים וחמש	ragil	1395
table	ENGINE_MATCH	2504	מלחמת העולם השלישית התשע"ה	ragil	1395
table	ENGINE_MATCH	2504	אזהרה סכנה מרחפת על ישראל בהתשעה	gadol; ragil	1395
table	ENGINE_MATCH	2504	בנימין יבחר ראש ממשלת ישראל האחרון	ragil	1395
table	ENGINE_MATCH	2504	יִהְיֶה רַעַשׁ גָּדוֹל, עַל, אַדְמַת יִשְׂרָאֵל תשעה	gadol; ragil	1395
begim	NOT_ENGINE_REPRODUCED	477	שוב	ragil=308; gadol=308	
begim	NOT_ENGINE_REPRODUCED	5783	יקרא לך עיר הצדק קריה נאמנה" עם הכולל	ragil=1502; gadol=2542	
begim	NOT_ENGINE_REPRODUCED	1335	ו כתר ושתי	ragil=1342; gadol=1342	
begim	NOT_ENGINE_REPRODUCED	1290	ו כתר אסתר עם האותיות והמלים	ragil=2356; gadol=3476	
begim	NOT_ENGINE_REPRODUCED	2020	וכן שנת שבע מאות שמונים עם המלים והכולל	ragil=2423; gadol=4753	
begim	SOURCE_NATIVE_VARIANT	515	עולים	aiq_bekar_calc-1	
begim	NOT_ENGINE_REPRODUCED	1290	אסתר למלך בשם מרדכי" בחלוף א"ל ב"ם עולות	ragil=2108; gadol=4428	
begim	SYSTEM_LAW_APPLICATION	45	מי שאומר דבר בשם אומרו זוכים להביא גאולה	triangle_reverse_calc digit-family(mod9)	
begim	ENGINE_MATCH	277	זרע"	gadol; ragil	
begim	NOT_ENGINE_REPRODUCED	2253	וכן שבע עשרה בתמוז בעתה אחישנה	ragil=2329; gadol=2979	
begim	NOT_ENGINE_REPRODUCED	477	ש כ"ד תמוז הוא התאריך היחיד בשנה שיוצא	ragil=2226; gadol=2706	
begim	NOT_ENGINE_REPRODUCED	477	האותיות הגלויות ב בעתה	ragil=1767; gadol=1767	
begim	NOT_ENGINE_REPRODUCED	1335	זצ"ל שד' חיות המרכבה אדם ושור ואריה ונשר	ragil=2462; gadol=3022	
begim	NOT_ENGINE_REPRODUCED	477	וכן בנות איוב	ragil=553; gadol=1203	
