# NUMERIC CLAIM LEDGER v2 — re-adjudicated under gematria_db_first_and_enrich_law v3
# DB-first (gematria_words 12,580 anchor phrases) + full registered-method sweep + historical
# operators + system-law transforms + ktiv male/haser expansion (ktiv_male_haser_repair_law v2).
# ORTHOGRAPHIC_CANDIDATE_SPECULATIVE = a GENERATED spelling that happens to hit; per ktiv law it is
# tier-C and is NOT counted as a resolution. Only ATTESTED (corpus-backed) variants resolve.
# source	class	claimed_value	phrase	detail	anchor_note	posts
# TOTALS: ENGINE_MATCH=1579 | NOT_ENGINE_REPRODUCED=1000 | SOURCE_NATIVE_VARIANT=162 | SYSTEM_LAW_APPLICATION=74 | ORTHOGRAPHIC_CANDIDATE_SPECULATIVE=30 | ORTHOGRAPHIC_VARIANT_MATCH_ATTESTED=10 | NEAR_MISS_<=3=9
table	ENGINE_MATCH	776	הויה מתגלה לעיניי כל אוהביו ב-י	gadol; ragil		1348
table	ENGINE_MATCH	776	הנשמה היא חלק אלוה ממעל	gadol; ragil		1348
table	ENGINE_MATCH	776	נחש קדמוני רזא	gadol; ragil		1348
table	NOT_ENGINE_REPRODUCED	776	אובמה ימח שמו וזכרו באלול	ragil=766	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1348
table	ENGINE_MATCH	776	משיח עכשיווו	gadol; ragil		1348
table	ENGINE_MATCH	776	שמירה העיניים יהוה	ragil		1348
table	NOT_ENGINE_REPRODUCED	776	סוף גלות ישראל – מילוי ללא מילה	ragil=1368	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1348
table	NOT_ENGINE_REPRODUCED	776	קץ זוהמת הנחש – לפני	ragil=1181	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1348
table	NOT_ENGINE_REPRODUCED	776	שער הנ הסוף – לפני 533 – מסתתר 588 = מלחמת גוג ומגוג	ragil=2634	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1348
table	ENGINE_MATCH	776	נבואת הנביא יחזקאל לח לט היא	gadol; ragil		1348
table	SOURCE_NATIVE_VARIANT	776	אובמה וערב רב עמלק	gadol+2כוללים; ragil+2כוללים		1348
table	NOT_ENGINE_REPRODUCED	776	משיח בן יוסף בימינו – אטבח	ragil=704	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1348
table	NOT_ENGINE_REPRODUCED	776	מקדש אדני – אטב"ח – מסתתר 541	ragil=1629	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1348
table	NOT_ENGINE_REPRODUCED	776	סוד מספר מסתתר – מסתתר	ragil=2650	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1348
table	ENGINE_MATCH	502	בראק חוסיין אובאמה	ragil		1351
table	ENGINE_MATCH	502	סוף אמריקה	ragil		1351
table	ENGINE_MATCH	502	ההסכם עם איראן	ragil		1351
table	ENGINE_MATCH	502	ארור המן	ragil		1351
table	ENGINE_MATCH	502	ברוך מרדכי	ragil		1351
table	NOT_ENGINE_REPRODUCED	502	עשיו (במילוי)	ragil=484	value also held by 102 corpus anchor(s) e.g. אבדת גופו(ragil)	1351
table	ENGINE_MATCH	1010	ביאת אליהו הנביא בעתה	gadol; ragil		1354
table	NOT_ENGINE_REPRODUCED	1010	ביאת מלך המשיח אותיות לפני	ragil=1859	value also held by 77 corpus anchor(s) e.g. אגרוף(gadol)	1354
table	ENGINE_MATCH	358	גאולה קרובה	gadol; ragil		1375
table	ENGINE_MATCH	358	יבא שילה	gadol; ragil		1375
table	ENGINE_MATCH	358	משיח	gadol; ragil		1375
table	ENGINE_MATCH	358	נחש	gadol; ragil		1375
table	ENGINE_MATCH	396	דויד בן ישי	ragil		1375
table	ENGINE_MATCH	396	הישועה	gadol; ragil		1375
table	ENGINE_MATCH	424	האחדות	gadol; ragil		1375
table	ENGINE_MATCH	424	יה-וה יקומ בעמלק	gadol; ragil		1375
table	ENGINE_MATCH	424	משיח בן דוד	ragil		1375
table	ENGINE_MATCH	424	מעבר יבק	gadol; ragil		1375
table	ENGINE_MATCH	433	יוד בטבת	gadol; ragil		1375
table	ENGINE_MATCH	433	יום שבן דוד בא בו	ragil		1375
table	ENGINE_MATCH	434	אהבת יהוה	gadol; ragil		1375
table	ENGINE_MATCH	434	משיח בן דויד	ragil		1375
table	ENGINE_MATCH	444	מקדש	gadol; ragil		1375
table	ENGINE_MATCH	477	מ מק מקו מקוה	gadol; ragil		1375
table	ENGINE_MATCH	541	הגואל יבוא בעתה	gadol; ragil		1375
table	ENGINE_MATCH	541	ישראל	gadol; ragil		1375
table	ENGINE_MATCH	586	ירושלם	ragil		1375
table	ENGINE_MATCH	586	שופר	gadol; ragil		1375
table	ENGINE_MATCH	586	שנה הבאה עלינו לטובה	gadol; ragil		1375
table	ENGINE_MATCH	589	מגדלי התאומים	ragil		1375
table	ENGINE_MATCH	589	משכב זכר	gadol; ragil		1375
table	ENGINE_MATCH	644	מלכות נצח	gadol; ragil		1375
table	ENGINE_MATCH	644	פייסבוק יקרוס	gadol; ragil		1375
table	ENGINE_MATCH	718	ודוד עבדי נשיא להם לעולם	ragil		1375
table	ENGINE_MATCH	718	מלך המשיח הנבחר	ragil		1375
table	ENGINE_MATCH	718	עני ורוכב על חמור	gadol; ragil		1375
table	ENGINE_MATCH	718	ובעת ההיא ימלט עמך	ragil		1375
table	ENGINE_MATCH	718	התשובה	gadol; ragil		1375
table	ENGINE_MATCH	718	אֲדֹנָי עַל יְמִינְךָ מָחַץ בְּיוֹם אַפּוֹ מְלָכִים	ragil		1375
table	ENGINE_MATCH	775	עת קץ הימין	ragil		1375
table	ENGINE_MATCH	776	אחרית הימים אליהו	ragil		1375
table	ENGINE_MATCH	776	אלהי אברהם אלהי יצחק אלהי יעקב	ragil		1375
table	ENGINE_MATCH	776	בטחו בהויה עדי עד כי ביה יהוה צור עולמים	ragil		1375
table	ENGINE_MATCH	776	ביאת המשיח	gadol; ragil		1375
table	NOT_ENGINE_REPRODUCED	776	ביום ההוא י טבת	ragil=496	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1375
table	ENGINE_MATCH	776	גאל אחרון בעתה	ragil		1375
table	ENGINE_MATCH	776	הגואל יבוא עני ורכב על חמור	gadol; ragil		1375
table	ENGINE_MATCH	776	ההסכם הרע עם אירן	ragil		1375
table	ENGINE_MATCH	776	המלכות האחרונה	gadol; ragil		1375
table	ENGINE_MATCH	776	המשיח בטבת	gadol; ragil		1375
table	ENGINE_MATCH	776	וּמַמְלַכְתְּךָ עַד עוֹלָם	ragil		1375
table	ENGINE_MATCH	776	למעני למעני אעשה	gadol; ragil		1375
table	ENGINE_MATCH	776	מלכות דויד לעולם ועד	ragil		1375
table	ENGINE_MATCH	776	צריך משיח דחוף	ragil		1375
table	ENGINE_MATCH	776	רות נעמי	gadol; ragil		1375
table	ENGINE_MATCH	776	אובאמה פצצת האטום	ragil		1375
table	ENGINE_MATCH	776	שובו אלי ואשובה אליכם	ragil		1375
table	ENGINE_MATCH	776	תרום ימינך	ragil		1375
table	ENGINE_MATCH	776	תשכון	ragil		1375
table	ENGINE_MATCH	776	תשמח בי-ה-ו-ה	gadol; ragil		1375
table	NOT_ENGINE_REPRODUCED	776	סוד הגאולה (מילוי ללא מילה)	ragil=362	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1375
table	ENGINE_MATCH	776	שלמות	gadol; ragil		1375
table	ENGINE_MATCH	776	זרע העמלק ימחה מהעולם	ragil		1375
table	ENGINE_MATCH	776	קץ ישטטו רבים	ragil		1375
table	NOT_ENGINE_REPRODUCED	776	מקווה (משולש) בריבוע = 477 = בעתה	ragil=1600	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1375
table	ENGINE_MATCH	776	לא זכו עני רוכב על חמור	gadol; ragil		1375
table	NOT_ENGINE_REPRODUCED	776	המק בשרו והוא עומד על רגליו	ragil=1140	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1375
table	NOT_ENGINE_REPRODUCED	776	העם לא יכרת (זכריה י)	ragil=1028	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1375
table	ENGINE_MATCH	776	הַיְשׁוּעָה הַשְּׁלֵמָה	gadol; ragil		1375
table	NOT_ENGINE_REPRODUCED	776	ישראל לא חטא מעולם (כיון שבזמן הגאולה יזכו כל עם ישראל לתשובה מאהבה ויהפכו את כל העונות לזכויות, ויתברר שלא חטאו מעולם)	ragil=None	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1375
table	ENGINE_MATCH	776	תמשלו	gadol; ragil		1375
table	ENGINE_MATCH	776	למוד זהר יביא ויטה לנו גאולה ברחמים	ragil		1375
table	ENGINE_MATCH	776	נחש קדמוני רזא	gadol; ragil		1375
table	NOT_ENGINE_REPRODUCED	776	בני עמלק ערב רב (לומר שמחייתם תתקים בשנת תשעו)	ragil=4338	value also held by 270 corpus anchor(s) e.g. אגלה אותך בקרוב(ragil)	1375
table	ENGINE_MATCH	781	הושיע יה-וה משיחו	gadol; ragil		1375
table	ENGINE_MATCH	781	התשע"ו	gadol; ragil		1375
table	ENGINE_MATCH	781	ישראל עמלק	gadol; ragil		1375
table	ENGINE_MATCH	781	משיח בי' טבת	gadol; ragil		1375
table	ENGINE_MATCH	781	תורה מסיני	gadol; ragil		1375
table	ENGINE_MATCH	781	י-ה-ו-ה יחזיר מלכות דויד	gadol; ragil		1375
table	ENGINE_MATCH	781	עמלק ישראל	gadol; ragil		1375
table	ENGINE_MATCH	781	עמיר מחכה למשיח	gadol; ragil		1375
table	ENGINE_MATCH	781	האסיר יגאל מחכה למשיח	gadol; ragil		1375
table	ENGINE_MATCH	781	וידעו העם הזה כי אתה יהוה האלהים	ragil		1375
table	ENGINE_MATCH	781	תאריך גאלה פלא	ragil		1375
table	ENGINE_MATCH	800	עמלק אויב ישראל	gadol; ragil		1375
table	ENGINE_MATCH	800	שנת הגאולה	gadol; ragil		1375
table	ENGINE_MATCH	849	ומביא גואל לבני בניהם למען שמו באהבה	ragil		1375
table	ENGINE_MATCH	849	בן דוד בהתשעו	ragil		1375
table	ENGINE_MATCH	861	יבוא בן דוד תשעו	ragil		1375
table	SOURCE_NATIVE_VARIANT	929	וישכם אברהם בבקר	ragil+כולל		1375
table	ENGINE_MATCH	929	כי בא מועד תשע"ו	gadol; ragil		1375
table	ENGINE_MATCH	929	מצמיח קרן ישועה	ragil		1375
table	ENGINE_MATCH	939	י-ה-ו-ה יושיע את עמו	gadol; ragil		1375
table	ENGINE_MATCH	939	עד כי יבא שילה בעתה	gadol; ragil		1375
table	ENGINE_MATCH	941	גאולה תשע"ו אליהו הנביא	gadol; ragil		1375
table	ENGINE_MATCH	941	במוצאי שביעית	gadol; ragil		1375
table	ENGINE_MATCH	981	גאולת ישראל	gadol; ragil		1375
table	ENGINE_MATCH	981	ויחבש את חמרו	gadol; ragil		1375
table	ENGINE_MATCH	981	יבוא לציון תשע"ו	ragil		1375
table	ENGINE_MATCH	1111	חכמת יהוה אינסופית	gadol; ragil		1375
table	ENGINE_MATCH	1118	מלכות יה-וה תהיה לעולם	ragil		1375
table	ENGINE_MATCH	1118	שמע ישראל יה-וה אלהינו יה-וה אחד	gadol; ragil		1375
table	ENGINE_MATCH	1118	קץ צמח דוד תשעו	ragil		1375
table	ENGINE_MATCH	1118	יהוה נורא (משולש)	aiq_bekar_calc		1375
table	ENGINE_MATCH	1134	כי יום נקם בלבי ושנת גאולי באה	ragil		1375
table	ENGINE_MATCH	1134	משיח תשע"ו	gadol; ragil		1375
table	NOT_ENGINE_REPRODUCED	1139	יהללו ** שם יה-וה כי נשגב שמו לבדו ** הודו על ארץ ושמים	ragil=2028	value also held by 64 corpus anchor(s) e.g. אבנה מקדשך השלישי(atbash)	1375
table	ENGINE_MATCH	1139	כי קרובה ישועתי	gadol; ragil		1375
table	ENGINE_MATCH	1139	משיח התשע"ו	gadol; ragil		1375
table	ENGINE_MATCH	1142	אובאמה גלגול של פרעה סנחריב	gadol; ragil		1375
table	SOURCE_NATIVE_VARIANT	1142	משיח בהתשעו	gadol+כולל; ragil+כולל		1375
table	ENGINE_MATCH	1152	ואתה לך לקץ ותנוח	ragil		1375
table	ENGINE_MATCH	1152	יבוא משיח תשעה	gadol; ragil		1375
table	ENGINE_MATCH	1181	גאולה תשע"ו השנה	gadol; ragil		1375
table	ENGINE_MATCH	1181	משיח יהוה יבוא בתשעו	gadol; ragil		1375
table	ENGINE_MATCH	1186	עד כי יבא שילה אחרית הימים	ragil		1375
table	ENGINE_MATCH	1186	שרש דוד בן ישי	ragil		1375
table	SOURCE_NATIVE_VARIANT	1202	תקע בשופר גדול	gadol+כולל; ragil+כולל		1375
table	ENGINE_MATCH	1202	אובמה עמלקי שונא ישראל	gadol; ragil		1375
table	ENGINE_MATCH	1202	בתשעו משיח בן דוד	ragil		1375
table	NOT_ENGINE_REPRODUCED	1202	גאולה אחישנה	ragil=419	value also held by 67 corpus anchor(s) e.g. אובמה עמלקי שונא ישראל(ragil)	1375
table	ENGINE_MATCH	1202	המשיח ישלים המקדש	ragil		1375
table	ENGINE_MATCH	1202	התגלות משיח	gadol; ragil		1375
table	ENGINE_MATCH	1202	התגלות משיח	gadol; ragil		1375
table	ENGINE_MATCH	1202	י-ה-ו-ה יקום בעמלק בתשע"ו	ragil		1375
table	ENGINE_MATCH	1202	י טבת התשע"ו	gadol; ragil		1375
table	ENGINE_MATCH	1202	יהוה יקום בעמלק בתשע"ו	ragil		1375
table	ENGINE_MATCH	1202	משיחי ואליהו תשע"ו	gadol; ragil		1375
table	NOT_ENGINE_REPRODUCED	1202	שורש דוד בן ישי	ragil=1192	value also held by 67 corpus anchor(s) e.g. אובמה עמלקי שונא ישראל(ragil)	1375
table	NOT_ENGINE_REPRODUCED	1202	שנת הגאולה (במילוי)	ragil=898	value also held by 67 corpus anchor(s) e.g. אובמה עמלקי שונא ישראל(ragil)	1375
table	NOT_ENGINE_REPRODUCED	1202	שנת הגאולה במילוי	ragil=898	value also held by 67 corpus anchor(s) e.g. אובמה עמלקי שונא ישראל(ragil)	1375
table	NOT_ENGINE_REPRODUCED	1212	משה רבנו' ו׳בני ישראל (משה רבנו' ו׳בני ישראל׳ – אותה גימטריה)	ragil=3113	value also held by 56 corpus anchor(s) e.g. אברהם יצחק יעקב דוד(gadol)	1375
table	ENGINE_MATCH	1290	הנחש נשיא ארה"ב בראק אובאמה	gadol; ragil		1375
table	ENGINE_MATCH	1290	כסא הויה יהיה שלם בהתשע"ו	ragil		1375
table	ENGINE_MATCH	1290	עולם כמנהגו נוהג ∆	kadmi		1375
table	ENGINE_MATCH	1290	התגלות אלהית	gadol; ragil		1375
table	ENGINE_MATCH	1290	יבא עמלק צורר ישראל	gadol; ragil		1375
table	SOURCE_NATIVE_VARIANT	1328	∆ יבא שילה	kadmi-1; kadmi_gadol-1		1375
table	ENGINE_MATCH	1328	אליהו ובן דוד בי טבת התשע"ו	ragil		1375
table	ENGINE_MATCH	1328	ונבנתה עיר על תלה	gadol; ragil		1375
table	SOURCE_NATIVE_VARIANT	1328	קץ התשע"ו משיח	ragil-1		1375
table	ENGINE_MATCH	1331	המקדש ירד מן השמים במחזה פלאי	ragil		1375
table	ENGINE_MATCH	1331	משיח ∆	kadmi; kadmi_gadol		1375
table	ENGINE_MATCH	1331	מלחמות יהוה התשע"ו	gadol; ragil		1375
table	ENGINE_MATCH	1331	צמח דויד דוד בן ישי בהתשעו	ragil		1375
table	ORTHOGRAPHIC_VARIANT_MATCH_ATTESTED	1331	משיח בעתה לוויתן	ATTESTED_VARIANT «משיח בעתה לויתן» (ragil)		1375
table	ENGINE_MATCH	1331	עת אמיתית	gadol; ragil		1375
table	ENGINE_MATCH	1331	השכינה בציון בהתשעו	ragil		1375
table	ENGINE_MATCH	1334	ובא לציון גואל ולשבי פשע ביעקב נאם י-ה-ו-ה	ragil		1375
table	ENGINE_MATCH	1335	המלכת המשיח בעתה	gadol; ragil		1375
table	ENGINE_MATCH	1335	י-ה-ו-ה יגאלינו בי' טבת תשע"ו	gadol; ragil		1375
table	ENGINE_MATCH	1335	משיח בא ∆	kadmi; kadmi_gadol		1375
table	ENGINE_MATCH	1335	משיח בן דויד אליהו הנביא ה-תשע"ו	ragil		1375
table	ENGINE_MATCH	1335	משיח אחרון עני ורכב על חמור	ragil		1375
table	ENGINE_MATCH	1335	מסגד אל אקצה יחרב התשע"ו	gadol; ragil		1375
table	ENGINE_MATCH	1335	משיח יבא לציון בתשעו	ragil		1375
table	ENGINE_MATCH	1358	אלה ברכב ואלה בסוסים ואנחנו בשם־יהוה אלהינו נזכיר	ragil		1375
table	ENGINE_MATCH	1358	אלף מאתים ושתים (1202)	ragil		1375
table	ENGINE_MATCH	1358	גאל ישראל ב-התשע"ו	gadol; ragil		1375
table	ENGINE_MATCH	1358	מלחמת גוג ומגוג בשנה הזאת	gadol; ragil		1375
table	ENGINE_MATCH	1358	מלחמת המשיח בעתה	gadol; ragil		1375
table	ENGINE_MATCH	1454	קץ אליהו משיח בן דויד בתשעו	ragil		1375
table	SOURCE_NATIVE_VARIANT	1456	בראשית ישראל	gadol+2כוללים; gadol+מילים; ragil+2כוללים; ragil+מילים		1375
table	ENGINE_MATCH	1608	ותנוח ותעמד לגרלך לקץ הימין 1608	ragil		1375
table	ENGINE_MATCH	1608	עת משיח התשע"ה	gadol; ragil		1375
table	ENGINE_MATCH	1634	סתם הדברים וחתם הספר עד	ragil		1375
table	ENGINE_MATCH	1634	התשעה משיח יבוא בעתה	gadol; ragil		1375
table	ENGINE_MATCH	1776	ב-התשע"ו אטום ישלח – משכב זכר	ragil		1375
table	ENGINE_MATCH	1776	מלחמת עולם השלישית באובאמה	ragil		1375
table	ENGINE_MATCH	1776	מלחמת עמלק ישראל בעתה	gadol; ragil		1375
table	ENGINE_MATCH	1776	משיח יבוא לירושלם בהתשע"ו	ragil		1375
table	ENGINE_MATCH	1820	ציון במשפט תפדה משיח דוד בן ישי	ragil		1375
table	ENGINE_MATCH	1820	משכב הזכר תל אביב התשע"ו	gadol; ragil		1375
table	ENGINE_MATCH	1820	אין סוף, אין קץ, אין תכלית, אין מספר	ragil		1375
table	ENGINE_MATCH	1820	ב-התשע"ו במוצאי שביעית הזה בן דויד בא	ragil		1375
table	ENGINE_MATCH	1820	ביאת המשיח האמתי בשנה הבאה עלינו לטובה	gadol; ragil		1375
table	ENGINE_MATCH	1820	בן דויד אליהו חמש שבע שבע שש	ragil		1375
table	ENGINE_MATCH	1820	בן דויד בא במוצאי שביעית הזה בהתשע"ו	ragil		1375
table	ENGINE_MATCH	1820	דוד המלך יבנה בית המקדש בהתשע"ו	ragil		1375
table	ENGINE_MATCH	1820	דויד בן ישי ימלך בישראל ה-תשעו	ragil		1375
table	ENGINE_MATCH	1820	דויד המלך יבנה בית מקדש בתשע”ו	ragil		1375
table	ENGINE_MATCH	1820	המלחמה תחל בעתה ב-תשע"ה	gadol; ragil		1375
table	ENGINE_MATCH	1820	המשיח בדרך צריך להתעורר	ragil		1375
table	ENGINE_MATCH	1820	המשיח דויד בן ישי יגאלינו ניסן התשע"ו	ragil		1375
table	ENGINE_MATCH	1820	המשיח יבא התשעו ירד המקדש 1820 – ∆ 7076	gadol; ragil		1375
table	ENGINE_MATCH	1820	הקדוש ברוך הוא + תורה + ישראל + אחד	ragil		1375
table	ENGINE_MATCH	1820	י-ה-ו-ה יחריב המסגדים בהר הבית בתשע"ו	ragil		1375
table	ENGINE_MATCH	1820	י-ה-ו-ה ילחם את מלחמות ישראל עמלק	ragil		1375
table	ENGINE_MATCH	1820	יה-וה ישכון במקדשו שנה הבאה בירושלם	ragil		1375
table	ENGINE_MATCH	1820	ישועת ישראל בעתה היא	gadol; ragil		1375
table	ENGINE_MATCH	1820	מלכות בישראל התשע"ו	gadol; ragil		1375
table	ENGINE_MATCH	1820	מלכות המשיח לנצח בהתשע"ו	gadol; ragil		1375
table	ENGINE_MATCH	1820	מקדש משמים ניסן תשע"ו	ragil		1375
table	ENGINE_MATCH	1820	משיח אחרון י טבת תשע”ו	ragil		1375
table	ENGINE_MATCH	1820	משיח בן דוד יתגלה לעלם בתשע"ו	ragil		1375
table	NOT_ENGINE_REPRODUCED	1820	נכנס יין יצא סוד.. המילה יין נמצאת בתורה 26 פעם 70*26 1820	ragil=1965	value also held by 115 corpus anchor(s) e.g. אחדות יהוה בגאולה(kadmi)	1375
table	ENGINE_MATCH	1820	נשגב יהוה לבדו ביום ההוא ∆	kadmi		1375
table	ENGINE_MATCH	1820	עם ישראל יושע ב-התשע"ו	ragil		1375
table	ENGINE_MATCH	1820	שבעים עמים יעלו לציון למלחמה בהתשע"ו	ragil		1375
table	ENGINE_MATCH	1820	שנה הבאה גאלת ישראל בעתה	gadol; ragil		1375
table	ENGINE_MATCH	1820	כתל שריד בית מקדש	gadol; ragil		1375
table	ENGINE_MATCH	1820	גאלת ישראל בעתה שנה הבאה	gadol; ragil		1375
table	ENGINE_MATCH	1820	המלחמה האטומית תחל בה תשעו	gadol; ragil		1375
table	SOURCE_NATIVE_VARIANT	1820	ממשלת הליכוד בנימין בהתשע"ו	albam+כולל		1375
table	NOT_ENGINE_REPRODUCED	1820	שכינה = רגיל 385 + משולש 1438 = 1820 !!	ragil=1304	value also held by 115 corpus anchor(s) e.g. אחדות יהוה בגאולה(kadmi)	1375
table	ENGINE_MATCH	1820	תפל כיפת הזהב התשעו	gadol; ragil		1375
table	ENGINE_MATCH	1820	הגיע זמן הגאולה אלפ שמונה מאות ועשרים	ragil		1375
table	ENGINE_MATCH	1820	הגיע זמן הגאולה אלף שמונה מאות ועשרים	ragil		1375
table	NOT_ENGINE_REPRODUCED	2015	המשיח יתגלה בי טבת התשעו (2015 – שנת הגילוי)	ragil=2829	value also held by 52 corpus anchor(s) e.g. אליהו הנביא יביא שמן(miluy)	1375
table	ENGINE_MATCH	2015	מלחמה ליה-וה בעמלק הנחש מדר דר ב-התשע"ו	gadol; ragil		1375
table	ENGINE_MATCH	2015	י-ה-ו-ה יעניש את קהילת משכב זכר הגאה	gadol; ragil		1375
table	ENGINE_MATCH	2015	רשת האינטרנט התשעו	gadol; ragil		1375
table	ENGINE_MATCH	2015	סעודת המשיח	miluy		1375
table	NOT_ENGINE_REPRODUCED	2015	המלחמה בתשעה (מילוי)	ragil=1001	value also held by 52 corpus anchor(s) e.g. אליהו הנביא יביא שמן(miluy)	1375
table	ENGINE_MATCH	2015	בהתשעו אליה הנביא יטול את האות ויו מיעקוב	gadol; ragil		1375
table	ENGINE_MATCH	2015	המלחמה על ירושלם תהיה ה-תשעו	ragil		1375
table	ENGINE_MATCH	2015	נאם נתניהו בקונגרס על ההסכם המסוכן לישראל	ragil		1375
table	NOT_ENGINE_REPRODUCED	2015	1820+"הקץ"(195)=2015	ragil=195	value also held by 52 corpus anchor(s) e.g. אליהו הנביא יביא שמן(miluy)	1375
table	NOT_ENGINE_REPRODUCED	2066	הגואל יבוא בעתה (משולש)	ragil=1217	value also held by 20 corpus anchor(s) e.g. אביי(miluy_demiluy)	1375
table	NOT_ENGINE_REPRODUCED	2066	ודוד עבדי נשיא להם (משולש)	ragil=1218	value also held by 20 corpus anchor(s) e.g. אביי(miluy_demiluy)	1375
table	SOURCE_NATIVE_VARIANT	2212	בן דויד יבוא ביטבת חמש שבע שבע שש	ragil+2כוללים		1375
table	ENGINE_MATCH	2212	המשיח בשבע מאות שבעים ושש	ragil		1375
table	ENGINE_MATCH	2212	משיח בן דוד עבדך חמש שבע שבע שש	ragil		1375
table	ENGINE_MATCH	2212	תמו כל הקצים ואין הדבר תלוי אלא בתשובה	ragil		1375
table	ENGINE_MATCH	2216	גאולה בעתה בחמש שבע שבע שש	gadol; ragil		1375
table	ENGINE_MATCH	2216	מלחמת גוג ומגוג תתחיל התשע"ה 1820+ 396	gadol; ragil		1375
table	ENGINE_MATCH	2216	משכב זכר ∆	kadmi; kadmi_gadol		1375
table	ENGINE_MATCH	2499	מלחמת העולם השלישית תשע"ה	ragil		1375
table	ENGINE_MATCH	2504	והיה ביום ההוא ביום בוא גוג על אדמת ישראל נאם אדני יהוה תעלה חמתי באפי	ragil		1375
table	ENGINE_MATCH	2504	חמשת אלפים שבע מאות שבעים וחמש	ragil		1375
table	ENGINE_MATCH	2504	מלחמת העולם השלישית התשע"ה	ragil		1375
table	ENGINE_MATCH	2504	אזהרה סכנה מרחפת על ישראל בהתשעה	gadol; ragil		1375
table	ENGINE_MATCH	2504	בנימין יבחר ראש ממשלת ישראל האחרון	ragil		1375
table	ORTHOGRAPHIC_CANDIDATE_SPECULATIVE	2504	ברק אובמה הוא מלך אחשורוש תשע"ה	GOVERNED_ORTHOGRAPHIC_CANDIDATE «ברק אובמה הוא מלך אחשוריש תשע"ה» (atbash)		1375
table	NOT_ENGINE_REPRODUCED	2504	מלך איראן איתולה עלי חמינאי גלגול של המן בן המדתא האגגי	ragil=2054	value also held by 11 corpus anchor(s) e.g. איפוס השעון(ribua_gadol)	1375
table	NOT_ENGINE_REPRODUCED	2504	רבני ישראל ילבשו שק מהסכם הגרעין	ragil=2054	value also held by 11 corpus anchor(s) e.g. איפוס השעון(ribua_gadol)	1375
table	ENGINE_MATCH	2626	אליהו הנביא בחמשת אלפימ שבע מאות שבעימ וחמש	gadol; ragil		1375
table	ENGINE_MATCH	2626	גאולה שלימה אחרונה ∆	kadmi; kadmi_gadol		1375
table	ENGINE_MATCH	2626	דוד בנ ישי עבדך יבוא התשעו שבע שבע שש	ragil		1375
table	ENGINE_MATCH	2626	דוד בנ ישי שנת הגאולה חמש שבע שבע חמש	gadol; ragil		1375
table	ENGINE_MATCH	2626	כי בא מועד התשעו חמש שבע שבע שש	gadol; ragil		1375
table	NOT_ENGINE_REPRODUCED	2626	כי בא מועד התשעו שבע שבע שש	ragil=2278	value also held by 25 corpus anchor(s) e.g. אברהם יצחק ויעקב(miluy)	1375
table	ENGINE_MATCH	2626	עני ורכב על חמור דויד בנ ישי בבית המקדש השלישי	gadol; ragil		1375
table	ENGINE_MATCH	2626	תתחדש מלכות ישראל בעתה	gadol; ragil		1375
table	ENGINE_MATCH	2701	בְּרֵאשִׁית בָּרָא אֱלֹהִים אֵת הַשָּׁמַיִם וְאֵת הָאָרֶץ	ragil		1375
table	NOT_ENGINE_REPRODUCED	2701	מקום שבעלי תשובה עומדים אין צדיקים גמורים יכולים לעמוד שם (תשובה קדמה לבריאה)	ragil=3811	value also held by 18 corpus anchor(s) e.g. אלהי ישראל בימינו(kadmi)	1375
table	ENGINE_MATCH	2756	הרחמן הוא יחזיר לנו עבודת בית המקדש למקומה במהרה בימינו אמן סלה	ragil		1375
table	ENGINE_MATCH	2756	חמשת אלפים שבע מאות שבעים ושש	ragil		1375
table	ENGINE_MATCH	2936	בית המקדש השלישי ירד משמים תשע"ו	ragil		1375
table	NEAR_MISS_<=3	2936	בתשע"ו ∆	kadmi=2939(-3); kadmi_gadol=2939(-3)	value also held by 17 corpus anchor(s) e.g. בלבול(miluy_demiluy)	1375
table	ENGINE_MATCH	2951	הקץ חמשת אלפים שבע מאות שבעים ושש	ragil		1375
table	NOT_ENGINE_REPRODUCED	2951	התשע"ו (במשולש)	ragil=1459	value also held by 10 corpus anchor(s) e.g. הוא משיח יהוה(miluy_demiluy)	1375
table	NOT_ENGINE_REPRODUCED	3096	משיח דויד בן ישי יתגלה בחמשת אלפים שבע מאות שבעים ושש	ragil=3960	value also held by 15 corpus anchor(s) e.g. איש ישר(kadmi)	1375
